Card Number,Card Name,Level,Rank,Link,Card Text,Status,Card Type,Pendulum Effect,Pendulum Scale,Attribute,Monster Type,ATK,DEF
9514,T.G. Halberd Cannon,12.0,,,"1 Tuner Synchro Monster + 2 or more non-Tuner Synchro MonstersMust be Synchro Summoned, and cannot be Special Summoned by other ways. Once per turn, during either player's turn, when a monster(s) would be Summoned: You can negate the Summon, and if you do, destroy that monster. This card must be face-up on the field to activate and to resolve this effect. When this card is sent from the field to the Graveyard: You can target 1 ""T.G."" monster in your Graveyard; Special Summon that target.",Unlimited,Synchro / Effect Monster,,,EARTH,Machine,4000.0,4000.0
14262,T.G. Halberd Cannon/Assault Mode,12.0,,,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Assault Mode Activate"". You can only use each of the following effects of ""T.G. Halberd Cannon/Assault Mode"" once per turn.●When your opponent would Summon a monster (Quick Effect): You can negate the Summon, and if you do, banish that monster and all Special Summoned monsters your opponent controls.●When this card on the field is destroyed: You can target 1 ""T.G. Halberd Cannon"" in your GY; Special Summon it, ignoring its Summoning conditions.",Unlimited,Effect Monster,,,EARTH,Machine,4500.0,4500.0
9554,T.G. Hyper Librarian,5.0,,,1 Tuner + 1+ non-Tuner monstersIf a monster is Synchro Summoned: Draw 1 card. This card must be face-up on the field to activate and to resolve this effect.,Limited,Synchro / Effect Monster,,,DARK,Spellcaster,2400.0,1800.0
9489,T.G. Jet Falcon,3.0,,,If this card is sent to the Graveyard as a Synchro Material: Inflict 500 damage to your opponent.,Unlimited,Tuner / Effect Monster,,,WIND,Winged Beast,1400.0,1200.0
14561,T.G. Metal Skeleton,2.0,,,"If a monster(s) on the field is destroyed by battle or an opponent's card effect: You can Special Summon this card from your hand. If a ""T.G."" monster(s) you control would be destroyed by battle or card effect, you can banish this card from your field or GY instead. You can only use each effect of ""T.G. Metal Skeleton"" once per turn.",Unlimited,Effect Monster,,,DARK,Zombie,1100.0,0.0
9512,T.G. Power Gladiator,5.0,,,"1 Tuner + 1 or more non-Tuner ""T.G."" monstersIf this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. If this card on the field is destroyed: Draw 1 card.",Unlimited,Synchro / Effect Monster,,,EARTH,Warrior,2300.0,1000.0
9510,T.G. Recipro Dragonfly,2.0,,,"1 Tuner + 1 non-Tuner monsterOnce per turn: You can target 1 other ""T.G."" Synchro Monster you control; send it to the Graveyard, then, if all the Synchro Monsters that were used for its Synchro Summon are in your Graveyard, you can Special Summon all of them.",Unlimited,Synchro / Effect Monster,,,WIND,Insect,300.0,300.0
9492,T.G. Rush Rhino,4.0,,,"If this card attacks, it gains 400 ATK during the Damage Step only. Once per turn, during the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can add 1 ""T.G."" monster from your Deck to your hand, except ""T.G. Rush Rhino"".",Unlimited,Effect Monster,,,EARTH,Beast,1600.0,800.0
14086,T.G. Screw Serpent,4.0,,,"If this card is Normal or Special Summoned: You can target 1 Level 4 or lower ""T.G."" monster in your GY, except ""T.G. Screw Serpent""; Special Summon that monster, but its effects are negated. You can banish this card from your GY, then target 1 ""T.G."" monster you control; increase or reduce its Level by 1 until the end of this turn. You can only use each effect of ""T.G. Screw Serpent"" once per turn.",Unlimited,Tuner / Effect Monster,,,WATER,Sea Serpent,1300.0,500.0
14116,T.G. Star Guardian,5.0,,,"1 Tuner + 1+ non-Tuner ""T.G."" monstersOnce per Chain, during your opponent's Main Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control. You can only use each of the following effects of ""T.G. Star Guardian"" once per turn.●If this card is Special Summoned: You can target 1 ""T.G."" monster in your GY; add it to your hand.●During your Main Phase: You can Special Summon 1 ""T.G."" monster from your hand.",Unlimited,Synchro / Tuner / Effect Monster,,,LIGHT,Warrior,100.0,2200.0
9488,T.G. Striker,2.0,,,"If only your opponent controls a monster, you can Special Summon this card (from your hand). Once per turn, during the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can add 1 ""T.G."" monster from your Deck to your hand, except ""T.G. Striker"".",Unlimited,Tuner / Effect Monster,,,EARTH,Warrior,800.0,0.0
14088,T.G. Tank Grub,1.0,,,"If this card you control is used as Synchro Material for a ""T.G."" monster, you can treat it as a non-Tuner. If this card is sent to the GY as Synchro Material for a ""T.G."" monster: You can Special Summon 1 ""T.G. Token"" (Machine/EARTH/Level 1/ATK 0/DEF 0) in Attack Position. You can only use this effect of ""T.G. Tank Grub"" once per turn.",Unlimited,Tuner / Effect Monster,,,EARTH,Insect,0.0,0.0
14127,T.G. Trident Launcher,,,3.0,"2+ Effect Monsters, including a ""T.G."" TunerIf this card is Link Summoned, you can: Special Summon 3 ""T.G."" monsters (1 from your hand, 1 from your Deck, and 1 from your GY) in Defense Position to your zones this card points to, also you cannot Special Summon monsters for the rest of this turn, except ""T.G."" monsters. You can only use this effect of ""T.G. Trident Launcher"" once per turn. Your opponent cannot target ""T.G."" Synchro Monsters this card points to with card effects.",Unlimited,Link / Effect Monster,,,EARTH,Machine,2200.0,
9491,T.G. Warwolf,3.0,,,"When a Level 4 or lower monster(s) is Special Summoned (except during the Damage Step): You can Special Summon this card from your hand. Once per turn, during the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can add 1 ""T.G."" monster from your Deck to your hand, except ""T.G. Warwolf"".",Unlimited,Effect Monster,,,DARK,Beast-Warrior,1200.0,0.0
9511,T.G. Wonder Magician,5.0,,,"1 Tuner + 1+ non-Tuner ""T.G."" monstersIf this card is Synchro Summoned: Target 1 Spell/Trap on the field; destroy that target. If this card on the field is destroyed: Draw 1 card. Once per Chain, during your opponent's Main Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control.",Unlimited,Synchro / Tuner / Effect Monster,,,LIGHT,Spellcaster,1900.0,0.0
14860,TA.I. Strike,,,,"During damage calculation, if your monster battles an opponent's monster: Your battling monster's ATK becomes that opponent's monster's ATK, during that damage calculation only, also, the controller of any monster destroyed by that battle takes damage equal to its original ATK, at the end of the Damage Step. If your ""@Ignister"" monster would be destroyed by battle, you can banish this card from your GY instead. You can only activate 1 ""TA.I. Strike"" per turn.",Unlimited,Quick-Play Spell,,,,,,
9540,TG-SX1,,,,"When a ""T.G."" monster you control destroys an opponent's monster by battle and sends it to the Graveyard: Target 1 ""T.G."" Synchro Monster in your Graveyard; Special Summon that target.",Unlimited,Normal Trap,,,,,,
9541,TG1-EM1,,,,"Target 1 monster your opponent controls and 1 ""T.G."" monster you control; switch control of both monsters.",Unlimited,Normal Trap,,,,,,
9524,TGX1-HL,,,,"Target 1 ""T.G."" monster you control; its ATK and DEF each become half its current ATK and DEF, and if they do, destroy 1 other Spell/Trap Card on the field.",Unlimited,Quick-Play Spell,,,,,,
9539,TGX3-DX2,,,,"Target 3 ""T.G."" monsters in your Graveyard; shuffle all 3 into your Deck, then draw 2 cards.",Unlimited,Normal Trap,,,,,,
9525,TGX300,,,,"All face-up monsters you control gain 300 ATK for each ""T.G."" monster you control.",Unlimited,Continuous Spell,,,,,,
11099,Tachyon Chaos Hole,,,,"When a face-up ""Galaxy"" Xyz Monster(s) you control is destroyed by battle with an opponent's attacking monster, or by an opponent's card effect, and sent to your Graveyard: Destroy as many face-up cards your opponent controls as possible, and if you do, banish them. During your Draw Phase, if this card is in your Graveyard, instead of conducting your normal draw: You can banish this card, then target 1 ""Galaxy"" Xyz Monster in your Graveyard; Special Summon that target.",Unlimited,Normal Trap,,,,,,
14700,Tachyon Spiral Galaxy,,,,"Target 1 Dragon ""Galaxy"" monster you control; until the end of this turn, it cannot be destroyed by battle, also it is unaffected by other card effects, except its own. You can only activate 1 ""Tachyon Spiral Galaxy"" per turn. If you control a ""Galaxy-Eyes Tachyon Dragon"" monster, you can activate this card from your hand.",Unlimited,Normal Trap,,,,,,
11116,Tachyon Transmigration,,,,"If you control a ""Galaxy-Eyes"" monster: Negate the activations of your opponent's Spell/Trap Cards and monster effects activated before this card in this Chain, and if you do, shuffle the negated cards on the field into the Deck. If you control a ""Galaxy-Eyes Tachyon Dragon"" monster, you can activate this card from your hand.",Unlimited,Counter Trap,,,,,,
10929,Tackle Crusader,4.0,,,"If this card is sent to the Graveyard: You can activate 1 of these effects.●Target 1 face-up monster your opponent controls; change that target to face-down Defense Position.●Target 1 face-up Spell/Trap Card your opponent controls; return that target to the hand. This turn, your opponent cannot activate cards with the same name as the card returned to the hand by this effect.",Unlimited,Effect Monster,,,EARTH,Rock,1500.0,1800.0
6192,Tactical Espionage Expert,3.0,,,"When this card is Normal Summoned successfully, no Trap Cards can be activated.",Unlimited,Effect Monster,,,EARTH,Warrior,1300.0,1200.0
13517,Tactical Exchanger,,,,"Target 1 face-up monster you control; destroy it, and if you do, Special Summon 1 ""Rokket"" monster with a different original name from your Deck or GY. You can only activate 1 ""Tactical Exchanger"" per turn.",Unlimited,Normal Trap,,,,,,
6822,Tail Swipe,,,,"Target 1 Level 5 or higher Dinosaur monster you control; if that Dinosaur monster is still face-up on the field, choose up to 2 monsters your opponent controls that have a lower Level than it, or are face-down, and return the chosen monsters to the hand.",Unlimited,Normal Spell,,,,,,
4904,Tailor of the Fickle,,,,Switch 1 Equip Card equipped to a monster to another correct target.,Unlimited,Quick-Play Spell,,,,,,
4168,Tainted Wisdom,3.0,,,If this Attack Position card is changed to face-up Defense Position: Shuffle your Deck.,Unlimited,Effect Monster,,,DARK,Fiend,1250.0,800.0
4359,Takriminos,4.0,,,A member of a race of sea serpents that freely travels through the sea.,Unlimited,Normal Monster,,,WATER,Sea Serpent,1500.0,1200.0
4587,Takuhee,4.0,,,This bird is known far and wide as a harbinger of doom.,Unlimited,Normal Monster,,,WIND,Winged Beast,1450.0,1000.0
10639,"Talaya, Princess of Cherry Blossoms",8.0,,,Gains 100 ATK for each Plant monster you control. Other Plant monsters on the field cannot be destroyed by card effects.,Unlimited,Effect Monster,,,WATER,Plant,2800.0,1200.0
5989,Talisman of Spell Sealing,,,,"You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the field. While this card is face-up on the field, Spell Cards cannot be activated and the effects of face-up Spell Cards on the field are negated. When ""Sealmaster Meisei"" is removed from the field, destroy this card.",Unlimited,Continuous Trap,,,,,,
5984,Talisman of Trap Sealing,,,,"You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the field. While this card is face-up on the field, Trap Cards cannot be activated and the effects of face-up Trap Cards on the field are negated. When ""Sealmaster Meisei"" is removed from the field, destroy this card.",Unlimited,Continuous Spell,,,,,,
13881,Talkback Lancer,,,1.0,"1 Level 2 or lower Cyberse monsterYou can Tribute 1 other Cyberse monster, then target 1 ""Code Talker"" monster in your GY with a different original name from that monster; Special Summon it to your zone this card points to. You can only use this effect of ""Talkback Lancer"" once per turn.",Unlimited,Link / Effect Monster,,,DARK,Cyberse,1200.0,
11793,Tamtam the Melodious Diva,4.0,,,"If this card is Special Summoned while you control a ""Melodious"" monster: You can add 1 ""Polymerization"" from your Deck or Graveyard to your hand. If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon: You can target 1 ""Melodious"" monster you control; it loses 500 ATK, and if it does, inflict 500 damage to your opponent.",Unlimited,Effect Monster,,,LIGHT,Fairy,1000.0,2000.0
9304,Tanngnjostr of the Nordic Beasts,3.0,,,"When a monster you control is destroyed by battle and sent to your GY: You can Special Summon this card from your hand. Once per turn, when this Defense Position card on the field is changed to face-up Attack Position: You can Special Summon 1 ""Nordic Beast"" monster from your Deck in Defense Position, except ""Tanngnjostr of the Nordic Beasts"".",Unlimited,Effect Monster,,,EARTH,Beast,800.0,1100.0
9301,Tanngrisnir of the Nordic Beasts,3.0,,,"If this card is destroyed by battle and sent to the GY: Special Summon 2 ""Nordic Beast Tokens"" (Beast/EARTH/Level 3/ATK 0/DEF 0).",Unlimited,Effect Monster,,,EARTH,Beast,1200.0,800.0
10275,Tannhauser Gate,,,,Target 2 monsters you control of the same Type with 1000 or less ATK; both monsters' Levels become the combined Levels of those 2 monsters.,Unlimited,Normal Spell,,,,,,
11363,"Taotie, Shadow of the Yang Zing",5.0,,,"When this card you control is destroyed by battle or card effect and sent to your Graveyard: You can Special Summon 1 ""Yang Zing"" monster from your Deck in Defense Position, except ""Taotie, Shadow of the Yang Zing"". You can only use this effect of ""Taotie, Shadow of the Yang Zing"" once per turn. Once per turn, during your opponent's Main Phase or Battle Phase, you can: Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using only ""Yang Zing"" monsters you control (this is a Quick Effect). Possession of a Synchro Monster on the field that used this card as a Synchro Material cannot switch.",Unlimited,Effect Monster,,,DARK,Wyrm,2200.0,0.0
10120,Tardy Orc,4.0,,,This card cannot attack the turn it is Normal Summoned.,Unlimited,Effect Monster,,,DARK,Fiend,2200.0,0.0
10027,Tasuke Knight,4.0,,,"When an opponent's monster declares an attack, while you have no cards in your hand and this card is in your Graveyard: You can Special Summon this card from your Graveyard, then end the Battle Phase. You can only use this effect of ""Tasuke Knight"" once per Duel.",Unlimited,Effect Monster,,,LIGHT,Warrior,1700.0,100.0
10486,Tatakawa Knight,4.0,,,If the activation of your Spell/Trap Card is negated by your opponent's card effect: You can send this card from your hand to the Graveyard; inflict 1500 damage to your opponent.,Unlimited,Effect Monster,,,EARTH,Warrior,1500.0,0.0
14055,Tatsunecro,3.0,,,"If this Normal Summoned/Set monster would be used as Synchro Material, 1 monster in your hand can be used as 1 of the other materials. If you do this, all materials for that Summon are banished instead of being sent to the GY. You cannot Special Summon monsters, except Zombie monsters.",Unlimited,Tuner / Effect Monster,,,DARK,Zombie,500.0,1700.0
11660,Tatsunoko,3.0,,,"1 Tuner + 1+ non-Tuner monstersIf this Synchro Summoned monster would be used as a Synchro Material, 1 monster in your hand can be used as 1 of the other materials. Unaffected by other monsters' effects.",Unlimited,Synchro / Tuner / Effect Monster,,,WATER,Wyrm,1700.0,500.0
6140,Taunt,,,,"Activate only during your opponent's Main Phase 1; select 1 monster on your side of the field. While the selected card remains on the field, if your opponent attacks with a monster(s) this turn, they must select the selected monster as the attack target.",Unlimited,Normal Trap,,,,,,
15118,Teardrop the Rikka Queen,,8.0,,"2 Level 8 monstersYou can detach 1 material from this card, then target 1 monster on the field; Tribute it. This is a Quick Effect if this card has a Plant monster as material. You can only use this effect of ""Teardrop the Rikka Queen"" once per turn. Each time a monster(s) is Tributed: This card gains 200 ATK for each, until the end of this turn.",Unlimited,Xyz / Effect Monster,,,WATER,Plant,2800.0,2800.0
7867,Telekinetic Charging Cell,,,,"Equip only to a Psychic-Type monster. You do not have to pay Life Points to activate its effect(s). When the equipped monster is destroyed and this card is sent to the Graveyard, you can pay 1000 Life Points to return this card to your hand.",Unlimited,Equip Spell,,,,,,
8050,Telekinetic Power Well,,,,Special Summon any number of Level 2 or lower Psychic-Type monsters from your Graveyard. You take damage equal to the total Levels of those monsters x 300.,Unlimited,Quick-Play Spell,,,,,,
7720,Telekinetic Shocker,4.0,,,"If a Psychic-Type monster(s) on the field would be destroyed, you can pay 500 LP and destroy this card instead.",Unlimited,Effect Monster,,,EARTH,Psychic,1700.0,700.0
7761,Telepathic Power,,,,"When a Psychic-Type monster you control is destroyed by battle with an opponent's attacking monster: Target the opponent's monster; destroy that target, and if you do, gain LP equal to the destroyed monster's ATK on the field.",Unlimited,Normal Trap,,,,,,
7911,Teleport,,,,"Once per turn, if your opponent controls a monster and you control no monsters, you can pay 800 Life Points to Special Summon 1 Psychic-Type monster from your hand.",Unlimited,Continuous Spell,,,,,,
12652,Tellarknight Genesis,,,,"Destroy Spell/Trap Cards on the field equal to the number of other ""tellarknight"" cards you control.",Unlimited,Quick-Play Spell,,,,,,
11725,Tellarknight Ptolemaeus,,4.0,,"2 or more Level 4 monstersOnce per Chain, during either player's turn: You can detach 3 Xyz Materials from this card; Special Summon from your Extra Deck, 1 Xyz Monster that is 1 Rank higher than this card, except a ""Number"" monster, by using this face-up card you control as the Xyz Material. (This is treated as an Xyz Summon. Xyz Materials attached to this card also become Xyz Materials on the Summoned monster.) You can detach 7 Xyz Materials from this card; skip your opponent's next turn. During each player's End Phase: You can attach 1 ""Stellarknight"" card from your Extra Deck to this card as a face-up Xyz Material.",Forbidden,Xyz / Effect Monster,,,LIGHT,Warrior,550.0,2600.0
10147,Temperance of Prophecy,3.0,,,"During your Main Phase, if you have activated a ""Spellbook"" Spell Card previously this turn: You can Tribute this card; Special Summon 1 Level 5 or higher LIGHT or DARK Spellcaster-Type monster from your Deck. You cannot Special Summon another Level 5 or higher monster during the turn you activate this effect.",Unlimited,Effect Monster,,,EARTH,Spellcaster,1000.0,1000.0
8085,Tempest Magician,6.0,,,"1 Tuner + 1 or more non-Tuner Spellcaster-Type monstersWhen this card is Synchro Summoned, place 1 Spell Counter on it. Once per turn, you can discard any number of cards to place 1 Spell Counter on a monster(s) you control for each card you discarded. You can remove all Spell Counters on the field to inflict 500 damage to your opponent for each removed Spell Counter.",Forbidden,Synchro / Effect Monster,,,DARK,Spellcaster,2200.0,1400.0
10522,"Tempest, Dragon Ruler of Storms",7.0,,,"You can discard this card and 1 WIND monster to the GY; add 1 Dragon monster from your Deck to your hand. You can banish a total of 2 WIND and/or Dragon monsters from your hand and/or GY; Special Summon this card from your hand or GY. During your opponent's End Phase, if you control this Special Summoned card: Return it to the hand. If this card is banished: You can add 1 WIND Dragon monster from your Deck to your hand. You can only use 1 ""Tempest, Dragon Ruler of Storms"" effect per turn, and only once that turn.",Limited,Effect Monster,,,WIND,Dragon,2400.0,2200.0
4152,Temple of Skulls,4.0,,,A mysterious temple of skulls and bones that pulls in unsuspecting enemies.,Unlimited,Normal Monster,,,DARK,Zombie,900.0,1300.0
5231,Temple of the Kings,,,,"You can activate 1 Trap Card the turn it was Set. You can send 1 ""Mystical Beast of Serket"" in your Monster Zone and this card you control to the Graveyard; Special Summon 1 monster from your hand or Deck, or 1 Fusion Monster from your Extra Deck. You can only use each effect of ""Temple of the Kings"" once per turn.",Unlimited,Continuous Spell,,,,,,
13280,Temple of the Mind's Eye,,,,Any battle damage a player takes becomes 1000.,Unlimited,Field Spell,,,,,,
9342,Temple of the Six,,,,"Each time a ""Six Samurai"" monster(s) is Normal or Special Summoned, place 1 Bushido Counter on this card. Monsters your opponent controls lose 100 ATK for each Bushido Counter on this card.",Unlimited,Field Spell,,,,,,
8661,Temple of the Sun,,,,Face-up monsters you control that were Special Summoned from the Graveyard gain 300 ATK.,Unlimited,Continuous Spell,,,,,,
10126,Temtempo the Percussion Djinn,,3.0,,"2 Level 3 monstersOnce per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up Xyz Monster your opponent controls; detach 1 Xyz Material from that monster, and if you do, all ""Djinn"" Xyz Monsters you currently control gain 500 ATK.",Unlimited,Xyz / Effect Monster,,,EARTH,Fiend,1700.0,1000.0
11581,Tenacity of the Monarchs,,,,"Reveal 1 monster in your hand with 2400 ATK & 1000 DEF, or 2800 ATK & 1000 DEF; add 1 ""Monarch"" Spell/Trap Card from your Deck to your hand, except ""Tenacity of the Monarchs"". You can only activate 1 ""Tenacity of the Monarchs"" per turn.",Unlimited,Normal Spell,,,,,,
14038,"Tengu, the Winged Mayakashi",7.0,,,"1 Tuner + 1+ non-Tuner monstersYou can only control 1 ""Tengu, the Winged Mayakashi"". You can only use each of these effects of ""Tengu, the Winged Mayakashi"" once per turn.●If a Synchro Monster in your possession whose original Level is 9 is destroyed by battle or an opponent's card effect while this card is in the GY: You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card.●If this card is Special Summoned from the GY: You can destroy 1 Spell/Trap your opponent controls.",Unlimited,Synchro / Effect Monster,,,WIND,Zombie,2600.0,1500.0
6595,Tenkabito Shien,4.0,,,This card is unaffected by the effects of Trap Cards.,Unlimited,Effect Monster,,,FIRE,Pyro,1500.0,1000.0
13830,Tenma the Sky Star,5.0,,,"If only your opponent controls a monster, or if you control an EARTH monster, you can Normal Summon this card without Tributing. If this card is Normal or Special Summoned: You can Special Summon 1 Level 5 EARTH Warrior monster from your hand. You can only use this effect of ""Tenma the Sky Star"" once per turn. Once per turn, when your opponent activates a card or effect that targets a Warrior monster you control (Quick Effect): You can make this card lose exactly 500 ATK, and if you do, negate the activation, and if you do that, destroy that card.",Unlimited,Effect Monster,,,LIGHT,Warrior,2100.0,1000.0
12310,Tenmataitei,5.0,,,Your opponent cannot activate cards or effects in response to the activation of any monster effect activated by a monster that was Normal Summoned/Set.,Unlimited,Effect Monster,,,DARK,Warrior,2400.0,1000.0
9568,Tenshin,2.0,,,This card gains 400 ATK for each face-up Level 2 monster you control.,Unlimited,Effect Monster,,,LIGHT,Fairy,800.0,100.0
14456,Tenyi Spirit - Adhara,1.0,,,"If you control no Effect Monsters: You can Special Summon this card from your hand. If you control a face-up non-Effect Monster: You can banish this card from your hand or GY, then target 1 of your banished Wyrm monsters, except this card; add it to your hand. You can only use each effect of ""Tenyi Spirit - Adhara"" once per turn.",Unlimited,Tuner / Effect Monster,,,EARTH,Wyrm,0.0,0.0
14646,Tenyi Spirit - Ashuna,7.0,,,"If you control no Effect Monsters: You can Special Summon this card from your hand. If you control a face-up non-Effect Monster: You can banish this card from your hand or GY; Special Summon 1 ""Tenyi"" monster from your Deck, except ""Tenyi Spirit - Ashuna"", also you cannot Special Summon monsters for the rest of this turn, except Wyrm monsters. You can only use each effect of ""Tenyi Spirit - Ashuna"" once per turn.",Unlimited,Effect Monster,,,LIGHT,Wyrm,1600.0,2600.0
14458,Tenyi Spirit - Mapura,4.0,,,"If you control no Effect Monsters: You can Special Summon this card from your hand. When your opponent activates a card or effect that targets a face-up non-Effect Monster(s) you control (Quick Effect): You can banish this card from your hand or GY; negate the activation, and if you do, destroy that card. You can only use each effect of ""Tenyi Spirit - Mapura"" once per turn.",Unlimited,Effect Monster,,,FIRE,Wyrm,600.0,1500.0
14459,Tenyi Spirit - Nahata,4.0,,,"If you control no Effect Monsters: You can Special Summon this card from your hand. When an attack is declared involving your face-up non-Effect Monster and an opponent's face-up monster: You can banish this card from your hand or GY; that opponent's monster loses 1500 ATK until the end of this turn. You can only use each effect of ""Tenyi Spirit - Nahata"" once per turn.",Unlimited,Effect Monster,,,WIND,Wyrm,800.0,1000.0
14949,Tenyi Spirit - Sahasrara,,,4.0,"2+ Wyrm monstersWhile you control a face-up non-Effect Monster, monsters your opponent controls cannot target Effect Monsters for attacks, also your opponent cannot target Effect Monsters on the field with card effects. (Quick Effect): You can target 1 Effect Monster your opponent controls; Special Summon 1 ""Tenyi Spirit Token"" (Wyrm/LIGHT/Level 4/ATK ?/DEF 0). This Token's ATK becomes that targeted monster's original ATK. You can only use this effect of ""Tenyi Spirit - Sahasrara"" once per turn.",Unlimited,Link / Effect Monster,,,LIGHT,Wyrm,3000.0,
14457,Tenyi Spirit - Shthana,4.0,,,"If you control no Effect Monsters: You can Special Summon this card from your hand. If a face-up non-Effect Monster(s) you control is destroyed by battle or card effect: You can banish this card from your hand or GY, then target 1 of those destroyed monsters; Special Summon it, then you can destroy 1 monster your opponent controls. You can only use each effect of ""Tenyi Spirit - Shthana"" once per turn.",Unlimited,Effect Monster,,,WATER,Wyrm,400.0,2000.0
14460,Tenyi Spirit - Vishuda,7.0,,,"If you control no Effect Monsters: You can Special Summon this card from your hand. If you control a face-up non-Effect Monster: You can banish this card from your hand or GY, then target 1 card your opponent controls; return it to the hand. You can only use each effect of ""Tenyi Spirit - Vishuda"" once per turn.",Unlimited,Effect Monster,,,DARK,Wyrm,1500.0,2500.0
9353,Terminal World,,,,"Activate only during Main Phase 1. While this card is on the field, both players skip their Main Phase 2.",Unlimited,Continuous Spell,,,,,,
12802,Terminal World NEXT,,,,"Activate this card if your opponent controls 3 or fewer monsters and 3 or fewer Spell/Trap Cards, while you control no other cards. Cards cannot be placed on the field if it would give any player more than 3 monsters or more than 3 Spell/Trap Cards on their field.",Unlimited,Continuous Spell,,,,,,
6922,Terra Firma Gravity,,,,"During your opponent's Battle Phase, if you control ""Elemental HERO Terra Firma"": This turn, all Level 4 or lower monsters your opponent controls that can attack a face-up ""Elemental HERO Terra Firma"" you control must attack it, and cannot otherwise attack.",Unlimited,Normal Trap,,,,,,
4200,Terra the Terrible,4.0,,,"Known as a swamp dweller, this creature is a minion of the dark forces.",Unlimited,Normal Monster,,,DARK,Fiend,1200.0,1300.0
5537,Terraforming,,,,Add 1 Field Spell from your Deck to your hand.,Limited,Normal Spell,,,,,,
11139,"Terratiger, the Empowered Warrior",4.0,,,When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower Normal Monster from your hand in Defense Position.,Unlimited,Effect Monster,,,EARTH,Warrior,1800.0,1200.0
10774,Terrene Toothed Tsuchinoko,3.0,,,"When this card is Special Summoned: Change all other Special Summoned monsters on the field to face-down Defense Position. You can only use the effect of ""Terrene Toothed Tsuchinoko"" once per turn.",Unlimited,Effect Monster,,,EARTH,Reptile,1600.0,500.0
7132,Terrible Deal,,,,Activate only by paying 1000 Life Points when your opponent activates a Spell Card. Your opponent discards 1 random card.,Unlimited,Normal Trap,,,,,,
13738,Terrifying Toddler of Torment,3.0,,,"FLIP: You can send 1 Fiend monster from your Deck to the GY.If this card is sent from the hand or Deck to the GY: You can Special Summon this card in face-down Defense Position. You can only use each effect of ""Terrifying Toddler of Torment"" once per turn.",Unlimited,Flip / Effect Monster,,,DARK,Fiend,0.0,2000.0
5777,Terrorking Archfiend,4.0,,,"This card cannot be Normal Summoned or Flip Summoned unless you have an Archfiend Monster Card on your side of the field. The controller of this card pays 800 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. The effects of an Effect Monster that this card destroyed as a result of battle are negated.",Unlimited,Effect Monster,,,DARK,Fiend,2000.0,1500.0
5875,Terrorking Salmon,5.0,,,"A feared salmon, master of the Sea of Darkness. Its roe is the best delicacy in the World of Darkness.",Unlimited,Normal Monster,,,WATER,Fish,2400.0,1000.0
7290,Test Ape,2.0,,,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Level 4 or lower ""Gladiator Beast"" monster from your Deck.",Unlimited,Effect Monster,,,EARTH,Beast,700.0,300.0
14673,Test Panther,,,2.0,"2 monsters including a ""Gladiator Beast"" monsterIf this card is Link Summoned: You can add 1 ""Gladiator Beast"" card from your Deck to your hand. You can target 1 ""Gladiator Beast"" monster you control; shuffle that ""Gladiator Beast"" monster into the Deck, and if you do, Special Summon 1 ""Gladiator Beast"" monster with a different original name from your Deck. (This is treated as a Special Summon by a ""Gladiator Beast"" monster's effect.) You can only use each effect of ""Test Panther"" once per turn.",Unlimited,Link / Effect Monster,,,EARTH,Beast,800.0,
7482,Test Tiger,3.0,,,"If you control a face-up ""Gladiator Beast"" monster, you can Special Summon this card (from your hand). You can Tribute this card to target 1 face-up ""Gladiator Beast"" monster you control; shuffle that target into the Deck, then Special Summon 1 ""Gladiator Beast"" from your Deck, and treat it as if it was Special Summoned by the effect of a ""Gladiator Beast"" monster.",Unlimited,Effect Monster,,,EARTH,Beast,600.0,300.0
6958,Testament of the Arcane Lords,10.0,,,"This card cannot be Special Summoned. This card must be Tribute Summoned by Tributing 3 Spellcaster-Type monsters on your side of the field. If this card attacks your opponent's Life Points directly and makes them 0, the controller of this card wins the Match.This card cannot be used in a Duel.",Unlimited,Effect Monster,,,LIGHT,Spellcaster,3000.0,3000.0
8808,Testudo erat Numen,1.0,,,Neither player can Special Summon monsters with 1800 or more ATK.,Unlimited,Effect Monster,,,WATER,Aqua,0.0,1800.0
