"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Turtle Bird","Unlimited","Card Text An unusual turtle that not only swims at tremendous speeds, but can also sail across the skies.","Attribute WATER","Level 6","Monster Type Aqua","Card Type Normal","ATK 1900","DEF 1700",""
"Skullbird","Unlimited","Card Text Takuhee + ""Temple of Skulls""","Attribute WIND","Level 6","Monster Type Winged Beast","Card Type Fusion","ATK 1900","DEF 1700",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"The Bistro Butcher","Unlimited","Card Text When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws 2 cards from their Deck.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1800","DEF 1000",""
"Star Boy","Unlimited","Card Text As long as this card remains face-up on the field, increase the ATK of all WATER monsters by 500 points and decrease the ATK of all FIRE monsters by 400 points.","Attribute WATER","Level 2","Monster Type Aqua","Card Type Effect","ATK 550","DEF 500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Neck Hunter","Unlimited","Card Text A fiend that wields a mean sickle and fires devastating beams from its eyes.","Attribute DARK","Level 6","Monster Type Fiend","Card Type Normal","ATK 1750","DEF 1900",""
"Milus Radiant","Unlimited","Card Text As long as this card remains face-up on the field, increase the ATK of all EARTH monsters by 500 points and decrease the ATK of all WIND monsters by 400 points.","Attribute EARTH","Level 1","Monster Type Beast","Card Type Effect","ATK 300","DEF 250",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Flame Cerebrus","Unlimited","Card Text Known to many as the ""Burning Executioner"", this monster is capable of burning enemies to cinders.","Attribute FIRE","Level 6","Monster Type Pyro","Card Type Normal","ATK 2100","DEF 1800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mystical Sand","Unlimited","Card Text ""Giant Soldier of Stone"" + ""Ancient Elf""","Attribute EARTH","Level 6","Monster Type Rock","Card Type Fusion","ATK 2100","DEF 1700",""
"Gemini Elf","Unlimited","Card Text Elf twins that alternate their attacks.","Attribute EARTH","Level 4","Monster Type Spellcaster","Card Type Normal","ATK 1900","DEF 900",""
"Kwagar Hercules","Unlimited","Card Text ""Kuwagata α"" + ""Hercules Beetle""","Attribute EARTH","Level 6","Monster Type Insect","Card Type Fusion","ATK 1900","DEF 1700",""
"Minar","Unlimited","Card Text When this card is discarded directly from your hand to the Graveyard by an effect of a card controlled by your opponent, inflict 1000 points of damage to your opponent's Life Points.","Attribute EARTH","Level 3","Monster Type Insect","Card Type Effect","ATK 850","DEF 750",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mega Thunderball","Unlimited","Card Text Rolls along the ground releasing bolts of electricity to attack its enemies.","Attribute WIND","Level 2","Monster Type Thunder","Card Type Normal","ATK 750","DEF 600",""
"Niwatori","Unlimited","Card Text Swallows enemies whole and uses their essence as energy.","Attribute EARTH","Level 3","Monster Type Winged Beast","Card Type Normal","ATK 900","DEF 800",""
"Corroding Shark","Unlimited","Card Text A zombie shark that can deliver its lethal curse with a spell.","Attribute DARK","Level 3","Monster Type Zombie","Card Type Normal","ATK 1100","DEF 700",""
"Skelengel","Unlimited","Card Text FLIP: Draw 1 card.","Attribute LIGHT","Level 2","Monster Type Fairy","Card Type Effect","ATK 900","DEF 400",""
"Hane-Hane","Unlimited","Card Text FLIP: Select 1 monster on the field and return it to its owner's hand.","Attribute EARTH","Level 2","Monster Type Beast","Card Type Effect","ATK 450","DEF 500",""
"Misairuzame","Unlimited","Card Text A missile-launching fish protected by deadly spikes.","Attribute WATER","Level 5","Monster Type Fish","Card Type Normal","ATK 1400","DEF 1600",""
"Tongyo","Unlimited","Card Text This monster captures other fish with its long tongue and sucks the energy out of them.","Attribute WATER","Level 4","Monster Type Fish","Card Type Normal","ATK 1350","DEF 800",""
"Dharma Cannon","Unlimited","Card Text A monstrous creature whose body is lined with cannons that never miss their targets.","Attribute DARK","Level 2","Monster Type Machine","Card Type Normal","ATK 900","DEF 500",""
"Skelgon","Unlimited","Card Text ""The Snake Hair"" + ""Blackland Fire Dragon""","Attribute DARK","Level 6","Monster Type Zombie","Card Type Fusion","ATK 1700","DEF 1900",""
"Wow Warrior","Unlimited","Card Text A fish with arms, legs, and some very sharp teeth.","Attribute WATER","Level 4","Monster Type Fish","Card Type Normal","ATK 1250","DEF 900",""
"Griggle","Unlimited","Card Text When the control of this face-up card on the field shifts to your opponent, increase your Life Points by 3000 points. This effect can only be used once as long as this card remains face-up on the field.","Attribute EARTH","Level 1","Monster Type Plant","Card Type Effect","ATK 350","DEF 300",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Slime Toad (Updated from: Frog the Jam)","Unlimited","Card Text A slime with the head of a frog, it attacks by croaking terribly.NoteCard Name updated from ""Frog the Jam"" on November 18, 2016.","Attribute WATER","Level 2","Monster Type Aqua","Card Type Normal","ATK 700","DEF 500",""
"Behegon","Unlimited","Card Text With an enormous maw and massive teeth, this monstrosity is one dangerous and strange serpent from the deep.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1350","DEF 1000",""
"Dark Elf","Unlimited","Card Text This card requires a cost of 1000 of your own Life Points to attack.","Attribute DARK","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 2000","DEF 800",""
"Winged Dragon, Guardian of the Fortress #2","Unlimited","Card Text This monster's wings are capable of generating tornadoes.","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Normal","ATK 1200","DEF 1000",""
"Mushroom Man #2","Unlimited","Card Text A player controlling this monster loses 300 Life Points during each of his/her Standby Phases when this card is face-up on the field. Control of this card is shifted to your opponent by paying 500 Life Points at your own End Phase.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Effect","ATK 1250","DEF 800",""
"Lava Battleguard","Unlimited","Card Text This card gains 500 ATK for each ""Swamp Battleguard"" you control.","Attribute EARTH","Level 5","Monster Type Warrior","Card Type Effect","ATK 1550","DEF 1800",""
"Tyhone #2","Unlimited","Card Text A crimson dragon that spits fireballs to create a blazing sea of fire.","Attribute FIRE","Level 6","Monster Type Dragon","Card Type Normal","ATK 1700","DEF 1900",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Steel Ogre Grotto #1","Unlimited","Card Text A steel idol worshipped in the Land of Machines.","Attribute EARTH","Level 5","Monster Type Machine","Card Type Normal","ATK 1400","DEF 1800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Oscillo Hero","Unlimited","Card Text A strange warrior from another dimension.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Normal","ATK 1250","DEF 700",""
"Invader from Another Dimension","Unlimited","Card Text An extraterrestrial monster that came from a distant galaxy.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 950","DEF 1400",""
"Lesser Dragon","Unlimited","Card Text A minor dragon incapable of breathing fire.","Attribute WIND","Level 4","Monster Type Dragon","Card Type Normal","ATK 1200","DEF 1000",""
"Needle Worm","Unlimited","Card Text FLIP: Send the top 5 cards of your opponent's Deck to the Graveyard.","Attribute EARTH","Level 2","Monster Type Insect","Card Type Effect","ATK 750","DEF 600",""
"Wretched Ghost of the Attic","Unlimited","Card Text A harmless monster found lurking in just about any attic.","Attribute DARK","Level 2","Monster Type Fiend","Card Type Normal","ATK 550","DEF 400",""
"Great Mammoth of Goldfine","Unlimited","Card Text ""The Snake Hair"" + ""Dragon Zombie""","Attribute DARK","Level 6","Monster Type Zombie","Card Type Fusion","ATK 2200","DEF 1800",""
"Man-eating Black Shark","Unlimited","Card Text Sea Kamen + ""Gruesome Goo"" + ""Amazon of the Seas""","Attribute WATER","Level 5","Monster Type Fish","Card Type Fusion","ATK 2100","DEF 1300",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Darkworld Thorns","Unlimited","Card Text A thorny plant found in the darklands that wraps itself around any unwary traveler.","Attribute EARTH","Level 3","Monster Type Plant","Card Type Normal","ATK 1200","DEF 900",""
"Anthrosaurus","Unlimited","Card Text Dis man-like dinosawz gotta high I.Q., even tho he's lackin' in da strength depawtment. (Kinda like yooz, if ya had a high I.Q.! Nyaah!)","Attribute EARTH","Level 3","Monster Type Dinosaur","Card Type Normal","ATK 1000","DEF 850",""
"Drooling Lizard","Unlimited","Card Text A blood-sucking snake in human form that attacks any living being that passes nearby.","Attribute EARTH","Level 3","Monster Type Reptile","Card Type Normal","ATK 900","DEF 800",""
"Trakodon","Unlimited","Card Text A tiger-striped dragon that is often seen racing across the wasteland at tremendous speeds.","Attribute EARTH","Level 3","Monster Type Dinosaur","Card Type Normal","ATK 1300","DEF 800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Empress Judge","Unlimited","Card Text ""Queen's Double"" + ""Hibikime""","Attribute EARTH","Level 6","Monster Type Warrior","Card Type Fusion","ATK 2100","DEF 1700",""
"Little D","Unlimited","Card Text Yo, this tyrannosaurus tot's got a terrible temper.","Attribute EARTH","Level 3","Monster Type Dinosaur","Card Type Normal","ATK 1100","DEF 700",""
"Witch of the Black Forest","Unlimited","Card Text If this card is sent from the field to the GY: Add 1 monster with 1500 or less DEF from your Deck to your hand, but you cannot activate cards, or the effects of cards, with that name for the rest of this turn. You can only use this effect of ""Witch of the Black Forest"" once per turn.","Attribute DARK","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1100","DEF 1200",""
"Ancient One of the Deep Forest","Unlimited","Card Text This creature adopts the form of a white goat living in the forest, but is actually a Forest Elder.","Attribute EARTH","Level 6","Monster Type Beast","Card Type Normal","ATK 1800","DEF 1900",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Patrol Robo","Unlimited","Card Text During your Standby Phase, you can look at 1 face-down card that's been Set by your opponent as long as this card remains face-up on the field.","Attribute EARTH","Level 3","Monster Type Machine","Card Type Effect","ATK 1100","DEF 900",""
"Takuhee","Unlimited","Card Text This bird is known far and wide as a harbinger of doom.","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Normal","ATK 1450","DEF 1000",""
"Dark Witch","Unlimited","Card Text A popular creature in mythology that delivers fatal attacks with a sharp spear.","Attribute LIGHT","Level 5","Monster Type Fairy","Card Type Normal","ATK 1800","DEF 1700",""
"Weather Report","Unlimited","Card Text FLIP: Destroys all opponent's face-up ""Swords of Revealing Light"" on the field. If ""Swords of Revealing Light"" is destroyed, you can perform your Battle Phase twice this turn (or your next turn, if activated during opponent's turn).","Attribute WATER","Level 4","Monster Type Aqua","Card Type Effect","ATK 950","DEF 1500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mechanical Snail","Unlimited","Card Text A cyborg snail that still travels at a slow pace.","Attribute DARK","Level 3","Monster Type Machine","Card Type Normal","ATK 800","DEF 1000",""
"Greenkappa","Unlimited","Card Text FLIP: Target 2 Set Spell/Trap Cards on the field; destroy those targets.","Attribute DARK","Level 3","Monster Type Warrior","Card Type Effect","ATK 650","DEF 900",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Morphing Jar","Limited","Card Text FLIP: Both players discard as many cards as possible from their hands, then each player draws 5 cards. Limited","Attribute EARTH","Level 2","Monster Type Rock","Card Type Flip / Effect","ATK 700","DEF 600",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Giant Turtle Who Feeds on Flames","Unlimited","Card Text A crimson-shelled tortoise that feeds on flames.","Attribute WATER","Level 5","Monster Type Aqua","Card Type Normal","ATK 1400","DEF 1800",""
"Rose Spectre of Dunn","Unlimited","Card Text ""Feral Imp"" + ""Snakeyashi""","Attribute DARK","Level 6","Monster Type Plant","Card Type Fusion","ATK 2000","DEF 1800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Pale Beast","Unlimited","Card Text With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Normal","ATK 1500","DEF 1200",""
"Little Chimera","Unlimited","Card Text All FIRE monsters on the field gain 500 ATK. All WATER monsters on the field lose 400 ATK.","Attribute FIRE","Level 2","Monster Type Beast","Card Type Effect","ATK 600","DEF 550",""
"Violent Rain","Unlimited","Card Text This monster can call forth sudden torrents of battering rain.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1550","DEF 800",""
"Key Mace #2","Unlimited","Card Text This fiend brings out the worst in everyone.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1050","DEF 1200",""
