"Card Name","Status","Card Text","Icon","Attribute","Level","Monster Type","Card Type","ATK","DEF"
"Armament of the Lethal Lords","Unlimited","Card Text This card cannot be Special Summoned. This card must be Tribute Summoned by Tributing 3 Warrior-Type monsters on your side of the field. If this card attacks your opponent's Life Points directly and makes them 0, the controller of this card wins the Match.This card cannot be used in a Duel.","","Attribute DARK","Level 8","Monster Type Warrior","Card Type Effect","ATK 2500","DEF 2500"
"Gene-Warped Warwolf","Unlimited","Card Text This warwolf was given incalculable strength through horrific genetic manipulation. Its gentle nature was completely wiped out, and it now lives only to unleash destruction.","","Attribute EARTH","Level 4","Monster Type Beast-Warrior","Card Type Normal","ATK 2000","DEF 100"
"Frostosaurus","Unlimited","Card Text This monster's metabolism enables it to endure long periods of cold, harnessing the power to become a creature of solid ice! Nothing else can withstand such temperatures, especially victims of its glacial rampage.","","Attribute WATER","Level 6","Monster Type Dinosaur","Card Type Normal","ATK 2600","DEF 1700"
"Spiral Serpent","Unlimited","Card Text When huge whirlpools lay cities asunder, it is the hunger of this sea serpent at work. No one has ever escaped its dreaded Spiral Wave to accurately describe the terror they experienced.","","Attribute WATER","Level 8","Monster Type Sea Serpent","Card Type Normal","ATK 2900","DEF 2900"
"The Six Samurai - Yariza","Unlimited","Card Text While you control a face-up ""Six Samurai"" monster with a different name, this card can attack your opponent directly. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.","","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 500"
"The Six Samurai - Zanji","Unlimited","Card Text At the end of the Damage Step, if this card attacked: Destroy the monster this card attacked. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.","","Attribute LIGHT","Level 4","Monster Type Warrior","Card Type Effect","ATK 1800","DEF 1300"
"The Six Samurai - Nisashi","Unlimited","Card Text While you control a face-up ""Six Samurai"" monster with a different name, this card can attack twice during each Battle Phase. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.","","Attribute WIND","Level 4","Monster Type Warrior","Card Type Effect","ATK 1400","DEF 700"
"The Six Samurai - Yaichi","Unlimited","Card Text Once per turn: You can target 1 Set Spell/Trap Card; destroy that target. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. This monster cannot declare an attack during the turn this effect is activated. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.","","Attribute WATER","Level 3","Monster Type Warrior","Card Type Effect","ATK 1300","DEF 800"
"The Six Samurai - Kamon","Unlimited","Card Text Once per turn: You can target 1 face-up Spell/Trap Card; destroy that target. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. This card cannot declare an attack during the turn this effect is activated. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.","","Attribute FIRE","Level 3","Monster Type Warrior","Card Type Effect","ATK 1500","DEF 1000"
"The Six Samurai - Irou","Unlimited","Card Text At the start of the Damage Step, if this card attacked a face-down Defense Position monster: Destroy that monster. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.","","Attribute DARK","Level 4","Monster Type Warrior","Card Type Effect","ATK 1700","DEF 1200"
"Great Shogun Shien","Unlimited","Card Text If you control 2 or more face-up ""Six Samurai"" monsters, you can Special Summon this card (from your hand). Your opponent can only activate 1 Spell/Trap Card each turn. If this card would be destroyed, you can destroy a face-up ""Six Samurai"" monster you control instead.","","Attribute FIRE","Level 7","Monster Type Warrior","Card Type Effect","ATK 2500","DEF 2400"
"Shien's Footsoldier","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Level 3 or lower ""Six Samurai"" monster from your Deck.","","Attribute EARTH","Level 2","Monster Type Warrior","Card Type Effect","ATK 700","DEF 300"
"Sage of Silence","Unlimited","Card Text If this card destroys an opponent's monster by battle, your opponent cannot activate Spell Cards during the next turn.","","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1400","DEF 1000"
"Sage of Stillness","Unlimited","Card Text If this card destroys an opponent's monster by battle, your opponent cannot activate Trap Cards during the next turn.","","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1400","DEF 1000"
"Reign-Beaux, Overlord of Dark World","Unlimited","Card Text If this card is discarded from your hand to your Graveyard by an opponent's card effect: Special Summon this card from the Graveyard. When this card is Special Summoned this way: Destroy all monsters your opponent controls OR all Spell/Trap Cards they control.","","Attribute DARK","Level 7","Monster Type Fiend","Card Type Effect","ATK 2500","DEF 1800"
"Kahkki, Guerilla of Dark World","Unlimited","Card Text If this card is discarded to the Graveyard by a card effect: Target 1 monster on the field; destroy that target.","","Attribute DARK","Level 2","Monster Type Fiend","Card Type Effect","ATK 300","DEF 500"
"Gren, Tactician of Dark World","Unlimited","Card Text If this card is discarded to the Graveyard by a card effect: Target 1 Spell/Trap Card on the field; destroy that target.","","Attribute DARK","Level 2","Monster Type Fiend","Card Type Effect","ATK 300","DEF 500"
"Fusion Devourer","Unlimited","Card Text When this card battles a Fusion Monster, the ATK of the Fusion Monster becomes 0 during the Damage Step only.","","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1400","DEF 1200"
"Electric Virus","Unlimited","Card Text You can discard this card to the Graveyard, then target 1 Machine or Dragon-Type monster your opponent controls; take control of that target until the End Phase.","","Attribute LIGHT","Level 3","Monster Type Thunder","Card Type Effect","ATK 1000","DEF 1000"
"Puppet Plant","Unlimited","Card Text You can discard this card to the Graveyard, then target 1 Warrior or Spellcaster-Type monster your opponent controls; take control of that target until the End Phase.","","Attribute EARTH","Level 3","Monster Type Plant","Card Type Effect","ATK 1000","DEF 1000"
"Marionette Mite","Unlimited","Card Text You can discard this card to the GY, then target 1 Fiend or Zombie monster your opponent controls; take control of that target until the End Phase.","","Attribute DARK","Level 3","Monster Type Insect","Card Type Effect","ATK 1000","DEF 1000"
"D.D. Crow","Unlimited","Card Text (Quick Effect): You can discard this card to the GY, then target 1 card in your opponent's GY; banish that target.","","Attribute DARK","Level 1","Monster Type Winged Beast","Card Type Effect","ATK 100","DEF 100"
"Raging Earth","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-EARTH monsters.","","Attribute EARTH","Level 7","Monster Type Reptile","Card Type Effect","ATK 2000","DEF 1500"
"Silent Abyss","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-WATER monsters.","","Attribute WATER","Level 7","Monster Type Reptile","Card Type Effect","ATK 2000","DEF 1500"
"Firestorm Prominence","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-FIRE monsters.","","Attribute FIRE","Level 7","Monster Type Reptile","Card Type Effect","ATK 2000","DEF 1500"
"Destruction Cyclone","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-WIND monsters.","","Attribute WIND","Level 7","Monster Type Reptile","Card Type Effect","ATK 2000","DEF 1500"
"Umbral Soul","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-DARK monsters.","","Attribute DARK","Level 7","Monster Type Reptile","Card Type Effect","ATK 2000","DEF 1500"
"Radiant Spirit","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-LIGHT monsters.","","Attribute LIGHT","Level 7","Monster Type Reptile","Card Type Effect","ATK 2000","DEF 1500"
"Alien Psychic","Unlimited","Card Text This card is changed to Defense Position when it is Normal Summoned or Flip Summoned. Monsters with A-Counters cannot declare an attack.","","Attribute DARK","Level 1","Monster Type Reptile","Card Type Effect","ATK 200","DEF 100"
"Elemental HERO Glow Neos","Unlimited","Card Text ""Elemental HERO Neos"" + ""Neo-Spacian Glow Moss""Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) During the End Phase: Shuffle this card into the Extra Deck. Once per turn, during your Main Phase 1: You can target 1 face-up card your opponent controls; destroy that target, then apply the effect based on its type.●Monster: This card cannot attack this turn.●Spell: This card can attack your opponent directly this turn.●Trap: Change this card to Defense Position.","","Attribute LIGHT","Level 7","Monster Type Warrior","Card Type Fusion / Effect","ATK 2500","DEF 2000"
"Elemental HERO Air Neos","Unlimited","Card Text ""Elemental Hero Neos"" + ""Neo-Spacian Air Hummingbird""This card can only be Special Summoned from your Extra Deck by returning the above cards you control to the Deck. (You do not use ""Polymerization"".) While your Life Points are lower than your opponent's, this card gains ATK equal to the difference. This card returns to the Extra Deck during the End Phase.","","Attribute WIND","Level 7","Monster Type Warrior","Card Type Fusion / Effect","ATK 2500","DEF 2000"
"Elemental HERO Grand Neos","Unlimited","Card Text ""Elemental HERO Neos"" + ""Neo-Spacian Grand Mole""Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) Once per turn: You can target 1 monster your opponent controls; return that target to the hand. During the End Phase: Shuffle this card into the Extra Deck.","","Attribute EARTH","Level 7","Monster Type Warrior","Card Type Fusion / Effect","ATK 2500","DEF 2000"
"Lycanthrope","Unlimited","Card Text This card can only be Ritual Summoned with the Ritual Spell Card, ""Synthesis Spell"". When this card inflicts Battle Damage to your opponent, inflict 200 damage to your opponent for each Normal Monster in your Graveyard.","","Attribute EARTH","Level 6","Monster Type Beast-Warrior","Card Type Ritual / Effect","ATK 2400","DEF 1800"
"Cú Chulainn the Awakened","Unlimited","Card Text This card can only be Ritual Summoned with the Ritual Spell Card, ""Emblem of the Awakening"". Once per turn, you can remove from play 1 Normal Monster from your Graveyard. This card gains ATK equal to that Normal Monster's ATK, until the Standby Phase of your next turn.","","Attribute LIGHT","Level 4","Monster Type Warrior","Card Type Ritual / Effect","ATK 500","DEF 1000"
"Neos Force","Unlimited","Card Text Equip only to ""Elemental HERO Neos"". It gains 800 ATK. When it destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to the original ATK of the destroyed monster in the Graveyard. During the End Phase: Shuffle this card into the Deck.","Icon Equip Spell","","","","","",""
"""A"" Cell Scatter Burst","Unlimited","Card Text Select 1 face-up ""Alien"" monster you control. Destroy it and distribute new A-Counters equal to its Level among your opponent's face-up monsters.","Icon Quick-Play Spell","","","","","",""
"Ancient Rules","Unlimited","Card Text Special Summon 1 Level 5 or higher Normal Monster from your hand.","Icon Normal Spell","","","","","",""
"Advanced Ritual Art","Unlimited","Card Text This card is used to Ritual Summon any 1 Ritual Monster. You must also send Normal Monsters from your Deck to the GY whose total Levels equal the Level of that Ritual Monster.","Icon Ritual Spell","","","","","",""
"Synthesis Spell","Unlimited","Card Text This card is used to Ritual Summon ""Lycanthrope"". You must also Tribute monsters whose total Levels equal 6 or more from the field or your hand.","Icon Ritual Spell","","","","","",""
"Emblem of the Awakening","Unlimited","Card Text This card is used to Ritual Summon ""Cú Chulainn the Awakened"". You must also Tribute monsters whose total Levels equal 4 or more from the field or your hand.","Icon Ritual Spell","","","","","",""
"Twister","Unlimited","Card Text Pay 500 LP, then target 1 face-up Spell/Trap on the field; destroy that target.","Icon Quick-Play Spell","","","","","",""
"Legendary Ebon Steed","Unlimited","Card Text Equip only to a ""Six Samurai"" monster. It gains 200 ATK and DEF. If it would be destroyed, destroy this card instead.","Icon Equip Spell","","","","","",""
"Card Trader","Unlimited","Card Text Once per turn, during your Standby Phase: You can shuffle 1 card from your hand into the Deck; draw 1 card.","Icon Continuous Spell","","","","","",""
"Dark World Dealings","Unlimited","Card Text Each player draws 1 card, then each player discards 1 card.","Icon Normal Spell","","","","","",""
"Shien's Castle of Mist","Unlimited","Card Text When a ""Six Samurai"" monster is attacked, the attacking monster loses 500 ATK during damage calculation only.","Icon Field Spell","","","","","",""
"Skyscraper 2 - Hero City","Unlimited","Card Text Once per turn, during your Main Phase, if you control this card: You can target 1 ""Elemental HERO"" monster in your Graveyard that was destroyed by battle; Special Summon that target.","Icon Field Spell","","","","","",""
"Change of Hero - Reflector Ray","Unlimited","Card Text When an ""Elemental HERO"" Fusion Monster you control is destroyed by battle and sent to the Graveyard: Inflict damage to your opponent equal to its original Level × 300.","Icon Normal Trap","","","","","",""
"Hero Medal","Unlimited","Card Text When this Set card is destroyed and sent to the Graveyard by an opponent's card effect, shuffle this card into its owner's Deck. Then draw 1 card.","Icon Normal Trap","","","","","",""
"Return of the Six Samurai","Unlimited","Card Text Target 1 ""Six Samurai"" monster in your GY; Special Summon that target. Destroy it during the End Phase of this turn.","Icon Normal Trap","","","","","",""
"Eliminating the League","Unlimited","Card Text Discard 1 Spell, then target 1 face-up monster your opponent controls; destroy that target, then look at your opponent's hand and send all cards in their hand with the same name as that destroyed card to the GY.","Icon Normal Trap","","","","","",""
"Flashbang","Unlimited","Card Text Activate only after damage calculation when a monster your opponent controls made a direct attack. It is now the End Phase of this turn.","Icon Normal Trap","","","","","",""
"The Transmigration Prophecy","Unlimited","Card Text Target 2 cards in the GY(s); shuffle those targets into the Deck(s).","Icon Normal Trap","","","","","",""
"Anti-Fusion Device","Unlimited","Card Text Destroy 1 face-up Fusion Monster on the field.","Icon Normal Trap","","","","","",""
"Ritual Sealing","Unlimited","Card Text Destroy 1 face-up Ritual Monster on the field.","Icon Normal Trap","","","","","",""
"Birthright","Unlimited","Card Text Activate this card by targeting 1 Normal Monster in your Graveyard; Special Summon that target in face-up Attack Position. When this card leaves the field, destroy that monster. When that monster leaves the field, destroy this card.","Icon Continuous Trap","","","","","",""
"Swift Samurai Storm!","Unlimited","Card Text Each turn, after the first time a ""Six Samurai"" monster you control battles, all ""Six Samurai"" monsters you control gain 300 ATK until the end of this turn.","Icon Continuous Trap","","","","","",""
"Cloak and Dagger","Unlimited","Card Text Declare 1 Monster Card name. If your opponent Normal Summons, Special Summons, or flips that monster(s) face-up, remove that monster(s) and this card from play.","Icon Continuous Trap","","","","","",""
"Pulling the Rug","Unlimited","Card Text Negate the activation and effect of an Effect Monster whose effect activated when a monster was Normal Summoned (even itself), and destroy that Effect Monster.","Icon Counter Trap","","","","","",""
"Blizzard Dragon","Unlimited","Card Text Once per turn: You can target 1 monster your opponent controls; it cannot change its battle position or declare an attack until the end of your opponent's next turn.","","Attribute WATER","Level 4","Monster Type Dragon","Card Type Effect","ATK 1800","DEF 1000"
"Metal Shooter","Unlimited","Card Text When this card is Normal Summoned, place 2 counters on it. This card gains 800 ATK for each of these counters on it. If this card would be destroyed by a card effect, remove 1 of this card's counters instead.","","Attribute LIGHT","Level 5","Monster Type Machine","Card Type Effect","ATK 800","DEF 800"
"Des Mosquito","Unlimited","Card Text When this card is Normal or Special Summoned: Place 2 counters on it. It gains 500 ATK for each of these counters. If this card would be destroyed by battle, remove 1 of these counters instead.","","Attribute DARK","Level 3","Monster Type Insect","Card Type Effect","ATK 500","DEF 500"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Elemental HERO Lady Heat","Unlimited","Card Text During each of your End Phases: Inflict 200 damage to your opponent for each face-up ""Elemental HERO"" monster you control.","","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1300","DEF 1000"
"Ice Master","Unlimited","Card Text You can Special Summon this card (from your hand) by Tributing 2 WATER monsters. Once per turn: You can target 1 face-up monster on the field; place an Ice Counter on that target. You can Tribute this card; destroy all monsters with an Ice Counter(s).","","Attribute WATER","Level 8","Monster Type Spellcaster","Card Type Effect","ATK 2500","DEF 2000"
"Elemental HERO Inferno","Unlimited","Card Text ""Elemental HERO Heat"" + ""Elemental HERO Lady Heat""Must be Fusion Summoned and cannot be Special Summoned by other ways. If this card battles a WATER monster, this card gains 1000 ATK during the Damage Step only.","","Attribute FIRE","Level 8","Monster Type Pyro","Card Type Fusion / Effect","ATK 2300","DEF 1600"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Angel O7","Unlimited","Card Text When this card is Tribute Summoned, it gains the following effect:●The effects of Effect Monsters cannot be activated.","","Attribute LIGHT","Level 7","Monster Type Fairy","Card Type Effect","ATK 2500","DEF 1500"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Hunter Owl","Unlimited","Card Text This card gains 500 ATK for each face-up WIND monster you control. While you control another face-up WIND monster, your opponent cannot select this card as an attack target.","","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Effect","ATK 1000","DEF 900"
"Masked Chopper","Unlimited","Card Text If this card destroys an opponent's monster by battle, inflict 2000 damage to your opponent.","","Attribute EARTH","Level 1","Monster Type Fiend","Card Type Effect","ATK 100","DEF 100"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Neo-Parshath, the Sky Paladin","Unlimited","Card Text You can Special Summon this card (from your hand) by Tributing 1 ""Airknight Parshath"". If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Draw 1 card. While ""The Sanctuary in the Sky"" is on the field and your LP is higher than your opponent's, this card gains ATK/DEF equal to the difference in LP.","","Attribute LIGHT","Level 7","Monster Type Fairy","Card Type Effect","ATK 2300","DEF 2000"
"Meltiel, Sage of the Sky","Unlimited","Card Text Each time a Counter Trap Card is activated, immediately after it resolves, gain 1000 LP, and if you do, if ""The Sanctuary in the Sky"" is on the field, destroy 1 card your opponent controls.","","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1600","DEF 1200"
"Harvest Angel of Wisdom","Unlimited","Card Text When this card is destroyed by battle and sent to the GY: You can target 1 Counter Trap in your GY; add it to your hand.","","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1800","DEF 1000"
"Freya, Spirit of Victory","Unlimited","Card Text While you control a Fairy-Type monster other than ""Freya, Spirit of Victory"", your opponent's monsters cannot target this card for attacks. All Fairy-Type monsters you control gain 400 ATK and DEF.","","Attribute LIGHT","Level 1","Monster Type Fairy","Card Type Effect","ATK 100","DEF 100"
"Nova Summoner","Unlimited","Card Text When this card is destroyed by battle and sent to the GY: You can Special Summon 1 LIGHT Fairy monster with 1500 or less ATK from your Deck. If ""The Sanctuary in the Sky"" is on the field, you can Special Summon 1 ""Airknight Parshath"" instead.","","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1400","DEF 800"
"Radiant Jeral","Unlimited","Card Text When this card is sent to the Graveyard (except if destroyed by battle), gain 1000 Life Points if ""The Sanctuary in the Sky"" is on the field.","","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1000","DEF 2000"
"Gellenduo","Unlimited","Card Text Cannot be destroyed by battle. If you take any damage: Destroy this face-up card. This card can be treated as 2 Tributes for the Tribute Summon of a LIGHT Fairy monster.","","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1700","DEF 0"
"Aegis of Gaia","Unlimited","Card Text Gain 3000 Life Points. If this face-up card is removed from the field, take 3000 damage.","Icon Continuous Trap","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Carrierroid","Unlimited","Card Text When an opponent activates a card's effect that targets and destroys a Spell or Trap Card(s) you control, you can discard 1 card to negate its activation and destroy the card.","","Attribute WATER","Level 4","Monster Type Machine","Card Type Effect","ATK 1000","DEF 800"
"Armoroid","Unlimited","Card Text If this card is Tribute Summoned by Tributing at least 1 ""roid"" monster: Banish all Spells and Traps on the field.","","Attribute EARTH","Level 8","Monster Type Machine","Card Type Effect","ATK 2700","DEF 2000"
"Elemental HERO Voltic","Unlimited","Card Text When this card inflicts battle damage to your opponent: You can target 1 of your banished ""Elemental HERO"" monsters; Special Summon that target.","","Attribute LIGHT","Level 4","Monster Type Thunder","Card Type Effect","ATK 1000","DEF 1500"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mosaic Manticore","Unlimited","Card Text During the Standby Phase of your next turn after you Tribute Summoned this face-up card on the field: Special Summon, from the Graveyard, as many monster(s) as possible that were used for its Tribute Summon. They cannot declare an attack, and their effects are negated.","","Attribute EARTH","Level 8","Monster Type Beast","Card Type Effect","ATK 2800","DEF 2500"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Belial - Marquis of Darkness","Unlimited","Card Text Your opponent cannot target any face-up monster you control, except ""Belial - Marquis of Darkness"", for an attack, or with Spell/Trap effects.","","Attribute DARK","Level 8","Monster Type Fiend","Card Type Effect","ATK 2800","DEF 2400"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Crystal Beast Amethyst Cat","Unlimited","Card Text This card can attack your opponent directly, but when it uses this effect, any Battle Damage it inflicts to your opponent is halved. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.","","Attribute EARTH","Level 3","Monster Type Beast","Card Type Effect","ATK 1200","DEF 400"
"Crystal Beast Amber Mammoth","Unlimited","Card Text When another face-up ""Crystal Beast"" monster you control is targeted for an attack: You can make this card the attack target instead. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.","","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 1700","DEF 1600"
"Crystal Beacon","Unlimited","Card Text Special Summon 1 ""Crystal Beast"" monster from your Deck. You must have 2 or more ""Crystal Beast"" cards in your Spell & Trap Card Zone to activate and to resolve this effect.","Icon Normal Spell","","","","","",""
"Crystal Beast Ruby Carbuncle","Unlimited","Card Text When this card is Special Summoned: You can Special Summon as many ""Crystal Beast"" Monster Cards as possible from your Spell & Trap Zones. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.","","Attribute LIGHT","Level 3","Monster Type Fairy","Card Type Effect","ATK 300","DEF 300"
"Crystal Beast Emerald Tortoise","Unlimited","Card Text Once per turn: You can target 1 monster you control that attacked this turn; change that target to Defense Position. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.","","Attribute WATER","Level 3","Monster Type Aqua","Card Type Effect","ATK 600","DEF 2000"
"Crystal Beast Topaz Tiger","Unlimited","Card Text If this card attacks an opponent's monster, it gains 400 ATK during the Damage Step only. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.","","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 1600","DEF 1000"
"Crystal Beast Cobalt Eagle","Unlimited","Card Text Once per turn: You can target 1 face-up ""Crystal Beast"" card you control; return that target to the top of the Deck. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.","","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Effect","ATK 1400","DEF 800"
"Crystal Beast Sapphire Pegasus","Unlimited","Card Text When this card is Summoned: You can place 1 ""Crystal Beast"" monster from your hand, Deck, or GY, face-up in your Spell & Trap Zone as a Continuous Spell. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.","","Attribute WIND","Level 4","Monster Type Beast","Card Type Effect","ATK 1800","DEF 1200"
"Ancient City - Rainbow Ruins","Unlimited","Card Text You must have this many ""Crystal Beast"" cards in your Spell & Trap Card Zone to activate and to resolve these effects.●1+: This card cannot be destroyed by card effects.●2+: Once per turn (including the opponent's) you can halve the Battle Damage you take.●3+: During either player's turn, when a Spell/Trap Card is activated: You can send 1 ""Crystal Beast"" monster you control to the Graveyard; negate the activation, and if you do, destroy it.●4+: Once per turn, during your Main Phase: You can draw 1 card.●5: Once per turn, during your Main Phase: You can target 1 ""Crystal Beast"" card in your Spell & Trap Card Zone; Special Summon that target.","Icon Field Spell","","","","","",""
"Rare Value","Unlimited","Card Text If you control 2 or more ""Crystal Beast"" cards in your Spell & Trap Zone: Your opponent chooses 1 ""Crystal Beast"" card in your Spell & Trap Zone, you send it to the GY, and if you do, you draw 2 cards.","Icon Normal Spell","","","","","",""
"Last Resort","Unlimited","Card Text Activate only when your opponent's monster declares an attack. You can select 1 ""Ancient City - Rainbow Ruins"" from your Deck and activate it. If your opponent had an active Field Spell Card when this card was activated, they can draw 1 card.","Icon Normal Trap","","","","","",""
"Volcanic Shell","Unlimited","Card Text Once per turn: You can pay 500 LP; add 1 ""Volcanic Shell"" from your Deck to your hand. This card must be in the GY to activate and to resolve this effect.","","Attribute FIRE","Level 1","Monster Type Pyro","Card Type Effect","ATK 100","DEF 0"
"Volcanic Scattershot","Unlimited","Card Text If this card is sent to the Graveyard: Inflict 500 damage to your opponent. If this card is sent to the Graveyard by the effect of a ""Blaze Accelerator"" card: You can send 2 ""Volcanic Scattershots"" from your hand and/or Deck to the Graveyard; destroy all monsters your opponent controls.","","Attribute FIRE","Level 2","Monster Type Pyro","Card Type Effect","ATK 500","DEF 0"
"Triggered Summon","Unlimited","Card Text Activate only when a monster is Special Summoned to your opponent's side of the field. Each player can Special Summon 1 Level 4 or lower monster from their hand.","Icon Normal Trap","","","","","",""
"Volcanic Doomfire","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card can only be Special Summoned by sending a face-up ""Tri-Blaze Accelerator"" you control to the Graveyard. During your opponent's Battle Phase, your opponent must attack this monster with any Attack Position monsters they control. When this card destroys a monster and sends it to the Graveyard, destroy all monsters your opponent controls and inflict 500 damage to your opponent for each monster destroyed by this effect.","","Attribute FIRE","Level 8","Monster Type Pyro","Card Type Effect","ATK 3000","DEF 1800"
"Blaze Accelerator","Unlimited","Card Text You can target 1 monster your opponent controls; send 1 Pyro-Type monster with 500 or less ATK from your hand to the Graveyard, and if you do, destroy that target. You cannot declare an attack during the turn you activate this effect.","Icon Continuous Spell","","","","","",""
"Soul of Fire","Unlimited","Card Text Your opponent draws 1 card. Select 1 Pyro-Type monster from your Deck and remove it from play. Inflict damage to your opponent equal to half the ATK of the removed monster. If you activate this card, you cannot declare an attack this turn.","Icon Normal Spell","","","","","",""
"Tri-Blaze Accelerator","Unlimited","Card Text Activate only by sending 1 face-up ""Blaze Accelerator"" on your side of the field to the Graveyard. You can send 1 Pyro-Type monster from your hand to the Graveyard to destroy 1 monster your opponent controls and inflict 500 damage to your opponent, but you cannot declare an attack during this turn if you do.","Icon Continuous Spell","","","","","",""
