"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Gearfried the Iron Knight","Unlimited","Card Text If either player equips an Equip Card(s) to this card: Destroy that Equip Card(s).","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 1800","DEF 1600",""
"Humanoid Slime","Unlimited","Card Text This slime apparently has some human genes in its genetic makeup.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 800","DEF 2000",""
"Worm Drake","Unlimited","Card Text Once this monster wraps itself around a victim, there is no escape.","Attribute EARTH","Level 4","Monster Type Reptile","Card Type Normal","ATK 1400","DEF 1500",""
"Humanoid Worm Drake","Unlimited","Card Text ""Worm Drake""+""Humanoid Slime""","Attribute WATER","Level 7","Monster Type Aqua","Card Type Fusion","ATK 2200","DEF 2000",""
"Revival Jam","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: You can pay 1000 Life Points; Special Summon it in face-up Defense Position during your next turn's Standby Phase.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Effect","ATK 1500","DEF 500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Flying Fish","Unlimited","Card Text Three wishes are granted to those fortunate enough to see this monster in flight.","Attribute WIND","Level 4","Monster Type Fish","Card Type Normal","ATK 800","DEF 500",""
"Amphibian Beast","Unlimited","Card Text On land or in the sea, the speed of this monster is unmatchable.","Attribute WATER","Level 6","Monster Type Fish","Card Type Normal","ATK 2400","DEF 2000",""
"Rocket Warrior","Unlimited","Card Text During your Battle Phase, this card cannot be destroyed by battle and you take no battle damage from attacks involving this card. If this card attacks a monster, after damage calculation: That attack target loses 500 ATK until the end of this turn.","Attribute LIGHT","Level 4","Monster Type Warrior","Card Type Effect","ATK 1500","DEF 1300",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"The Legendary Fisherman","Unlimited","Card Text While ""Umi"" is on the field, this card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.","Attribute WATER","Level 5","Monster Type Warrior","Card Type Effect","ATK 1850","DEF 1600",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Robolady","Unlimited","Card Text A warrior fully covered with metal. It upgrades by fusing with ""Roboyarou"".","Attribute EARTH","Level 3","Monster Type Machine","Card Type Normal","ATK 450","DEF 900",""
"Roboyarou","Unlimited","Card Text A warrior fully covered with metal. It upgrades by fusing with ""Robolady"".","Attribute EARTH","Level 3","Monster Type Machine","Card Type Normal","ATK 900","DEF 450",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Lightning Conger","Unlimited","Card Text This massive eel generates huge charges of electricity and unleashes them as thunderbolts.","Attribute WATER","Level 3","Monster Type Thunder","Card Type Normal","ATK 350","DEF 750",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Spherous Lady","Unlimited","Card Text Many have been deceived by the beauty of this vampire.","Attribute EARTH","Level 3","Monster Type Rock","Card Type Normal","ATK 400","DEF 1400",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Shining Abyss","Unlimited","Card Text This monster employs the powers of both Light and Darkness.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Normal","ATK 1600","DEF 1800",""
"Archfiend of Gilfer","Unlimited","Card Text When this card is sent to the Graveyard: You can target 1 face-up monster on the field; equip that target with this card. That monster loses 500 ATK while equipped with this card.","Attribute DARK","Level 6","Monster Type Fiend","Card Type Effect","ATK 2200","DEF 2500",""
"Gadget Soldier","Unlimited","Card Text A rust-free machine warrior born to battle.","Attribute FIRE","Level 6","Monster Type Machine","Card Type Normal","ATK 1800","DEF 2000",""
"Grand Tiki Elder","Unlimited","Card Text A masked monster that wields the most deadly of curses.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1500","DEF 800",""
"The Masked Beast","Unlimited","Card Text You can Ritual Summon this card with ""Curse of the Masked Beast"".","Attribute DARK","Level 8","Monster Type Fiend","Card Type Ritual","ATK 3200","DEF 1800",""
"Melchid the Four-Face Beast","Unlimited","Card Text This monster has four different masks for four different attacks.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1500","DEF 1200",""
"Nuvia the Wicked","Unlimited","Card Text If this monster is Normal Summoned, destroy this card. If your opponent controls any monster, decrease the ATK of this card by 200 points for each monster on your opponents side of the field.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 2000","DEF 800",""
"Masked Beast Des Gardius","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 2 monsters, including at least 1 ""Grand Tiki Elder"" or ""Melchid the Four-Face Beast"". When this card is sent from the field to the Graveyard, equip 1 ""The Mask of Remnants"" from your Deck to 1 monster on the field.","Attribute DARK","Level 8","Monster Type Fiend","Card Type Effect","ATK 3300","DEF 2500",""
"The Mask of Remnants","Unlimited","Card Text Shuffle this card into its owner's Deck, OR if this card was put into play by the effect of ""Masked Beast Des Gardius"", this card is treated as an Equip Card. Control of the equipped monster is switched.","","","","","","","Icon Normal Spell"
"Soul Exchange","Unlimited","Card Text Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that target, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Chosen One","Unlimited","Card Text Select 1 Monster Card and 2 non-Monster Cards from your hand. Your opponent randomly selects 1 card among them. If it is a Monster Card, it is Special Summoned and send the remaining 2 cards to the Graveyard. If not, send all the cards to the Graveyard.","","","","","","","Icon Normal Spell"
"Mask of Weakness","Unlimited","Card Text Target 1 attacking monster; that target loses 700 ATK until the end of this turn.","","","","","","","Icon Normal Trap"
"Curse of the Masked Beast","Unlimited","Card Text This card is used to Ritual Summon ""The Masked Beast"". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.","","","","","","","Icon Ritual Spell"
"Mask of Dispel","Unlimited","Card Text Select 1 face-up Spell Card on the field. The controller of the Spell Card takes 500 points of damage during each of your Standby Phases. When the selected card is removed from the field, destroy this card.","","","","","","","Icon Continuous Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mask of Restrict","Unlimited","Card Text Neither player can Tribute cards.","","","","","","","Icon Continuous Trap"
"Mask of the Accursed","Unlimited","Card Text The equipped monster cannot attack. Once per turn, during your Standby Phase: Inflict 500 damage to the controller of the equipped monster.","","","","","","","Icon Equip Spell"
"Mask of Brutality","Unlimited","Card Text The equipped monster gains 1000 ATK and loses 1000 DEF. During each of your Standby Phases, pay 1000 LP or destroy this card.","","","","","","","Icon Equip Spell"
"Return of the Doomed","Unlimited","Card Text Discard 1 Monster Card from your hand to the Graveyard. Return 1 of your monsters destroyed and sent to your Graveyard as a result of battle during this turn to your hand at the end of this turn.","","","","","","","Icon Normal Spell"
"Lightning Blade","Unlimited","Card Text Equip only to a Warrior-Type monster. It gains 800 ATK. All WATER monsters lose 500 ATK.","","","","","","","Icon Equip Spell"
"Tornado Wall","Unlimited","Card Text Activate only while ""Umi"" is on the field. While ""Umi"" is face-up on the field, you take no Battle Damage from attacking monsters. Destroy this card when ""Umi"" leaves the field.","","","","","","","Icon Continuous Trap"
"Infinite Dismissal","Unlimited","Card Text Level 3 or lower monsters are destroyed during the End Phase of the turn that they are Normal Summoned or Flip Summoned.","","","","","","","Icon Continuous Trap"
"Fairy Box","Unlimited","Card Text When your opponent's monster declares an attack: Toss a coin and call it. If you call it right, the attacking monster's ATK becomes 0 until the end of the Battle Phase. During each of your Standby Phases, pay 500 Life Points or destroy this card.","","","","","","","Icon Continuous Trap"
"Torrential Tribute","Unlimited","Card Text When a monster(s) is Summoned: Destroy all monsters on the field.","","","","","","","Icon Normal Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Multiplication of Ants","Unlimited","Card Text Tribute 1 Insect-Type Monster on your side of the field. Special Summon 2 ""Army Ant Tokens"" (Insect-Type/EARTH/Level 4/ATK 500/DEF 1200) on your side of the field. The tokens cannot be used as a Tribute for a Tribute Summon.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"De-Fusion","Unlimited","Card Text Target 1 Fusion Monster on the field; return that target to the Extra Deck, then, if all the Fusion Materials that were used for its Fusion Summon are in your GY, you can Special Summon all of them.","","","","","","","Icon Quick-Play Spell"
"Jam Breeding Machine","Unlimited","Card Text During each of your Standby Phases: Special Summon 1 ""Slime Token"" (Aqua-Type/WATER/Level 1/ATK 500/DEF 500) in Attack Position. You cannot Summon any monsters, except ""Slime Tokens"" (but you can Set).","","","","","","","Icon Continuous Spell"
"Nightmare's Steelcage","Unlimited","Card Text This card remains on the field for 2 of your opponent's turns. While this card is face-up on the field, no monsters can attack.","","","","","","","Icon Normal Spell"
"Infinite Cards","Unlimited","Card Text There is no limit to the number of cards in players' hands.","","","","","","","Icon Continuous Spell"
"Jam Defender","Unlimited","Card Text When an opponent's monster declares an attack on a monster you control: You can target 1 ""Revival Jam"" you control; switch the attack target to that target.","","","","","","","Icon Continuous Trap"
"Card of Safe Return","Forbidden","Card Text When a monster is Special Summoned from your Graveyard, you can draw 1 card. Forbidden","","","","","","","Icon Continuous Spell"
"Magic Cylinder","Unlimited","Card Text When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.","","","","","","","Icon Normal Trap"
"Solemn Wishes","Unlimited","Card Text Increase your Life Points by 500 points each time you draw a card (or cards).","","","","","","","Icon Continuous Trap"
"Burning Land","Unlimited","Card Text When this card is activated: If there are any Field Spell Cards on the field, destroy them. During each player's Standby Phase: The turn player takes 500 damage.","","","","","","","Icon Continuous Spell"
"Cold Wave","Forbidden","Card Text This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards. Forbidden","","","","","","","Icon Normal Spell"
"Fairy Meteor Crush","Unlimited","Card Text If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent.","","","","","","","Icon Equip Spell"
"Limiter Removal","Unlimited","Card Text Double the ATK of all Machine monsters you currently control, until the end of this turn. During the End Phase of this turn, destroy those monsters.","","","","","","","Icon Quick-Play Spell"
"Shift","Unlimited","Card Text When your opponent targets exactly 1 monster you control (and no other cards) for an attack, or with a Spell/Trap effect: Target another monster you control that would be an appropriate target; that attack/Spell/Trap now targets the new target.","","","","","","","Icon Normal Trap"
"Insect Imitation","Unlimited","Card Text Tribute 1 monster. Special Summon 1 Insect-Type monster from your Deck whose Level is 1 higher than the Tributed monster's.","","","","","","","Icon Normal Spell"
"Dimensionhole","Unlimited","Card Text Select 1 monster on your side of the field and remove it from play until your next Standby Phase. While the monster is removed from play, the Monster Card Zone of the selected monster cannot be used.","","","","","","","Icon Normal Spell"
"Magic Drain","Unlimited","Card Text When your opponent activates a Spell Card: They can discard 1 Spell Card to negate this card's effect, otherwise negate the activation of their Spell Card, and if you do, destroy it.","","","","","","","Icon Counter Trap"
"Gravity Bind","Unlimited","Card Text Level 4 or higher monsters cannot attack.","","","","","","","Icon Continuous Trap"
"Shadow of Eyes","Unlimited","Card Text When a monster(s) is Set on your opponent's field: Target 1 of those Set monsters; change that Set monster to face-up Attack Position. (Flip Effects are not activated.)","","","","","","","Icon Normal Trap"
"Girochin Kuwagata","Unlimited","Card Text Despite its small size, this monster has powerful jaws that can rip metal to shreds.","Attribute WIND","Level 4","Monster Type Insect","Card Type Normal","ATK 1700","DEF 1000",""
"Hayabusa Knight","Unlimited","Card Text This card can make a second attack during each Battle Phase.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 700",""
"Bombardment Beetle","Unlimited","Card Text FLIP: Pick up and see 1 face-down Defense Position Monster Card on your opponent's side of the field. If it is an Effect Monster, destroy it (its Flip Effect is not activated), and if the card is not, return it to its original position.","Attribute WIND","Level 2","Monster Type Insect","Card Type Effect","ATK 400","DEF 900",""
"4-Starred Ladybug of Doom","Unlimited","Card Text FLIP: Destroy all Level 4 monsters your opponent controls.","Attribute WIND","Level 3","Monster Type Insect","Card Type Effect","ATK 800","DEF 1200",""
"Gradius","Unlimited","Card Text A high-performance jet fighter with power capsules for variable attack capabilities.","Attribute LIGHT","Level 4","Monster Type Machine","Card Type Normal","ATK 1200","DEF 800",""
"Vampire Baby (Updated from: Red-Moon Baby)","Unlimited","Card Text At the end of the Battle Phase, if this card destroyed a monster by battle and sent it to the Graveyard this turn: You can Special Summon that monster to your side of the field.NoteCard Name updated from ""Red-Moon Baby"" on July 01, 2013.","Attribute DARK","Level 3","Monster Type Zombie","Card Type Effect","ATK 700","DEF 1000",""
"Mad Sword Beast","Unlimited","Card Text If this card attacks a Defense Position monster, inflict piercing battle damage.","Attribute EARTH","Level 4","Monster Type Dinosaur","Card Type Effect","ATK 1400","DEF 1200",""
"Skull Mariner","Unlimited","Card Text A pirate ship that appears out of the mist and sinks any seagoing vessels.","Attribute WATER","Level 4","Monster Type Warrior","Card Type Normal","ATK 1600","DEF 900",""
"The All-Seeing White Tiger","Unlimited","Card Text A proud ruler of the jungle that some fear and others respect.","Attribute WIND","Level 3","Monster Type Beast","Card Type Normal","ATK 1300","DEF 500",""
"Goblin Attack Force","Unlimited","Card Text If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 2300","DEF 0",""
"Island Turtle","Unlimited","Card Text A huge turtle that is often mistaken for an island.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1100","DEF 2000",""
"Wingweaver","Unlimited","Card Text A six-winged fairy who prays for peace and hope.","Attribute LIGHT","Level 7","Monster Type Fairy","Card Type Normal","ATK 2750","DEF 2400",""
"Science Soldier","Unlimited","Card Text Soldiers equipped with state-of-the-art weaponry to face unknown creatures.","Attribute DARK","Level 3","Monster Type Warrior","Card Type Normal","ATK 800","DEF 800",""
"Souls of the Forgotten","Unlimited","Card Text A wicked spirit created by the hateful souls of those who fell in battle. It grows by assimilating the souls of its enemies.","Attribute DARK","Level 2","Monster Type Fiend","Card Type Normal","ATK 900","DEF 200",""
"Dokuroyaiba","Unlimited","Card Text A boomerang with brains that will pursue a target to the ends of the earth.","Attribute FIRE","Level 3","Monster Type Fiend","Card Type Normal","ATK 1000","DEF 400",""
"Rain of Mercy","Unlimited","Card Text Increase the Life Points of both players by 1000 points.","","","","","","","Icon Normal Spell"
"Monster Recovery","Unlimited","Card Text Target 1 monster you control that is owned by you; if that monster is still on the field, shuffle it and your entire hand into the Deck, also, after that, draw cards equal to the number of cards you shuffled from your hand into the Deck by this effect. (You cannot activate this card if you have a card in your hand that is owned by your opponent.)","","","","","","","Icon Quick-Play Spell"
"Type Zero Magic Crusher","Unlimited","Card Text Discard 1 Spell Card from your hand to inflict 500 points of damage to your opponent's Life Points.","","","","","","","Icon Continuous Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Yellow Luster Shield","Unlimited","Card Text Increase the DEF of all monsters on your side of the field by 300 points.","","","","","","","Icon Continuous Spell"
"Creature Swap","Unlimited","Card Text Each player chooses 1 monster they control and switches control of those monsters with each other. Those monsters cannot change their battle positions for the rest of this turn.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Spring of Rebirth","Unlimited","Card Text Increase your Life Points by 500 points every time monsters return from the field to the owner's hand.","","","","","","","Icon Continuous Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Thousand Knives","Unlimited","Card Text If you control ""Dark Magician"": Target 1 monster your opponent controls; destroy that target.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mystic Box","Unlimited","Card Text Target 1 monster your opponent controls and 1 monster you control; destroy the first target, then give control of the second target to your opponent.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ground Collapse","Unlimited","Card Text Select 2 Main Monster Zones on the field. Neither player can use the selected zones. You cannot select a zone that is occupied by a Monster Card.","","","","","","","Icon Continuous Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Lady Panther","Unlimited","Card Text Offer this face-up card as a Tribute to return 1 of your monsters destroyed in battle during this turn to the top of your Deck.","Attribute EARTH","Level 4","Monster Type Beast-Warrior","Card Type Effect","ATK 1400","DEF 1300",""
"The Unfriendly Amazon","Unlimited","Card Text Offer 1 of your monsters on the field as a Tribute (excluding this monster) during each of your Standby Phases. If you cannot, this card is destroyed. Monsters used for a Tribute Summon or that are offered as Tributes due to other cards' effects are excluded.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 2000","DEF 1000",""
"Amazoness Archer (Updated from: Amazon Archer)","Unlimited","Card Text You can Tribute 2 monsters; inflict 1200 damage to your opponent.NotesCard Name updated from ""Amazon Archer"" on June 23, 2010.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 1400","DEF 1000",""
"Crimson Sentry","Unlimited","Card Text Offer this face-up card as a Tribute to return 1 of your monsters destroyed in battle during this turn to the bottom of your Deck.","Attribute FIRE","Level 4","Monster Type Warrior","Card Type Effect","ATK 1500","DEF 1200",""
"Fire Princess","Unlimited","Card Text Each time you gain Life Points, inflict 500 damage to your opponent.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1300","DEF 1500",""
"Lady Assailant of Flames","Unlimited","Card Text FLIP: Banish the top 3 cards of your Deck; inflict 800 damage to your opponent.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Flip / Effect","ATK 1500","DEF 1000",""
"Fire Sorcerer","Unlimited","Card Text FLIP: Randomly select 2 cards from your hand and remove them from play to inflict 800 points of Direct Damage to your opponent's Life Points.","Attribute FIRE","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1000","DEF 1500",""
"Spirit of the Breeze","Unlimited","Card Text As long as this card remains in face-up Attack Position on your side of the field, increase your Life Points by 1000 points during each of your Standby Phases.","Attribute WIND","Level 3","Monster Type Fairy","Card Type Effect","ATK 0","DEF 1800",""
"Dancing Fairy","Unlimited","Card Text As long as this card remains in face-up Defense Position on your side of the field, increase your Life Points by 1000 points during each of your Standby Phases.","Attribute WIND","Level 4","Monster Type Fairy","Card Type Effect","ATK 1700","DEF 1000",""
"Fairy Guardian","Unlimited","Card Text Offer this face-up card as a Tribute to return 1 Spell Card sent to your Graveyard by your opponent during this turn to the bottom of your Deck.","Attribute WIND","Level 3","Monster Type Fairy","Card Type Effect","ATK 1000","DEF 1000",""
"Empress Mantis","Unlimited","Card Text Queen of an army of giant mantises whose command moves legions.","Attribute WIND","Level 6","Monster Type Insect","Card Type Normal","ATK 2200","DEF 1400",""
"Cure Mermaid","Unlimited","Card Text As long as this card remains face-up on your side of the field, increase your Life Points by 800 points during each of your Standby Phases.","Attribute WATER","Level 4","Monster Type Fish","Card Type Effect","ATK 1500","DEF 800",""
"Hysteric Fairy","Unlimited","Card Text Offer 2 monsters on your side of the field as a Tribute to increase your Life Points by 1000 points.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1800","DEF 500",""
"Bio-Mage","Unlimited","Card Text A mysterious priest created as a result of the latest advances in biotechnology.","Attribute LIGHT","Level 3","Monster Type Fairy","Card Type Normal","ATK 1150","DEF 1000",""
