"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Maximum Six","Unlimited","Card Text When this card is Tribute Summoned: Roll a six-sided die, and this card gains ATK equal to the result x 200.","Attribute EARTH","Level 6","Monster Type Warrior","Card Type Effect","ATK 1900","DEF 1600",""
"Dangerous Machine Type-6","Unlimited","Card Text During each of your Standby Phases: Roll a six-sided die and apply the result.●1: Discard 1 card.●2: Your opponent discards 1 card.●3: Draw 1 card.●4: Your opponent draws 1 card.●5: Destroy 1 monster your opponent controls.●6: Destroy this card.","","","","","","","Icon Continuous Spell"
"Sixth Sense","Forbidden","Card Text Declare 2 numbers from 1 to 6, then your opponent rolls a six-sided die, and if the result is one of the numbers you declared, you draw that many cards. Otherwise, send a number of cards from the top of your Deck to the Graveyard equal to the result. Forbidden","","","","","","","Icon Normal Trap"
"Gogiga Gagagigo","Unlimited","Card Text His soul long-since collapsed, his body recklessly continues onward, driven by a lust for more power. He no longer resembles his former self....","Attribute WATER","Level 8","Monster Type Reptile","Card Type Normal","ATK 2950","DEF 2800",""
"Warrior of Zera","Unlimited","Card Text A wandering warrior who seeks the sanctuary where he can gain the power of the Archlords. To escape the temptation of evil fiends, he fights solo day by day.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Normal","ATK 1600","DEF 1600",""
"Sealmaster Meisei","Unlimited","Card Text One of the few people who has a good command of Talismans. His history is a mystery.","Attribute DARK","Level 3","Monster Type Spellcaster","Card Type Normal","ATK 1100","DEF 900",""
"Mystical Shine Ball","Unlimited","Card Text A soul of light covered by mystical shine. When you see its beautiful shape, your dream will come true.","Attribute LIGHT","Level 2","Monster Type Fairy","Card Type Normal","ATK 500","DEF 500",""
"Metal Armored Bug","Unlimited","Card Text A gigantic insect-like creature covered by thick armor. Everything in his path is destroyed.","Attribute EARTH","Level 8","Monster Type Insect","Card Type Normal","ATK 2800","DEF 1500",""
"The Agent of Judgment - Saturn","Unlimited","Card Text While your Life Points are higher than your opponent's, you can Tribute this card to inflict damage to your opponent equal to the difference. If you do not control a face-up ""The Sanctuary in the Sky"", this effect is not applied. You cannot conduct your Battle Phase the turn you activate this effect.","Attribute LIGHT","Level 6","Monster Type Fairy","Card Type Effect","ATK 2400","DEF 0",""
"The Agent of Wisdom - Mercury","Unlimited","Card Text During your Standby Phase, if you controlled this face-up card and had no cards in your hand at the end of the opponent's last End Phase: Draw 1 card.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 0","DEF 1700",""
"The Agent of Creation - Venus","Unlimited","Card Text You can pay 500 LP; Special Summon 1 ""Mystical Shine Ball"" from your hand or Deck.","Attribute LIGHT","Level 3","Monster Type Fairy","Card Type Effect","ATK 1600","DEF 0",""
"The Agent of Force - Mars","Unlimited","Card Text This card is unaffected by any Spell Cards. While you control a face-up ""The Sanctuary in the Sky"" and your Life Points are higher than your opponent's, this card gains ATK and DEF by the difference between your and your opponent's Life Points.","Attribute LIGHT","Level 3","Monster Type Fairy","Card Type Effect","ATK 0","DEF 0",""
"The Unhappy Girl","Unlimited","Card Text While this card is in face-up Attack Position on the field, this card is not destroyed as a result of battle. (Damage calculation is applied normally.) A monster that battled with this card cannot change its battle position, except with a card effect, or attack while this card is in face-up Attack Position on the field.","Attribute LIGHT","Level 2","Monster Type Spellcaster","Card Type Effect","ATK 400","DEF 300",""
"Soul-Absorbing Bone Tower","Unlimited","Card Text If you control another Zombie-Type monster, your opponent cannot target this card for attacks. Each time a Zombie-Type monster(s) is Special Summoned: Send the top 2 cards of your opponent's Deck to the Graveyard.","Attribute DARK","Level 3","Monster Type Zombie","Card Type Effect","ATK 400","DEF 1500",""
"The Kick Man","Unlimited","Card Text When this card is Special Summoned, you can equip 1 appropriate Equip Spell Card from your Graveyard to this card.","Attribute DARK","Level 3","Monster Type Zombie","Card Type Effect","ATK 1300","DEF 300",""
"Vampire Lady","Unlimited","Card Text When this card inflicts Battle Damage to your opponent: Declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the Graveyard.","Attribute DARK","Level 4","Monster Type Zombie","Card Type Effect","ATK 1550","DEF 1550",""
"Rocket Jumper","Unlimited","Card Text If the only cards on your opponent's side of the field are Defense Position monsters, this card can attack your opponent's Life Points directly.","Attribute EARTH","Level 3","Monster Type Rock","Card Type Effect","ATK 1000","DEF 800",""
"Avatar of The Pot","Unlimited","Card Text By sending 1 ""Pot of Greed"" from your hand to the Graveyard, draw 3 cards from your Deck.","Attribute EARTH","Level 3","Monster Type Rock","Card Type Effect","ATK 1200","DEF 1300",""
"Legendary Jujitsu Master","Unlimited","Card Text If this Defense Position card battled a monster, at the end of the Damage Step: Place that monster on the top of the Deck.","Attribute EARTH","Level 3","Monster Type Rock","Card Type Effect","ATK 1300","DEF 1800",""
"KA-2 Des Scissors","Unlimited","Card Text When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points.","Attribute DARK","Level 4","Monster Type Machine","Card Type Effect","ATK 1000","DEF 1000",""
"Needle Burrower","Unlimited","Card Text When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points.","Attribute DARK","Level 5","Monster Type Machine","Card Type Effect","ATK 1700","DEF 1700",""
"Blowback Dragon","Unlimited","Card Text Once per turn: You can target 1 card your opponent controls; toss a coin 3 times and destroy that target if at least 2 of the results are heads.","Attribute DARK","Level 6","Monster Type Machine","Card Type Effect","ATK 2300","DEF 1200",""
"Zaborg the Thunder Monarch","Unlimited","Card Text If this card is Tribute Summoned: Target 1 monster on the field; destroy that target.","Attribute LIGHT","Level 5","Monster Type Thunder","Card Type Effect","ATK 2400","DEF 1000",""
"Atomic Firefly","Unlimited","Card Text When this face-up card on the field attacks or is attacked and it is destroyed as a result of battle, the player who destroyed it takes 1000 points of damage.","Attribute LIGHT","Level 1","Monster Type Insect","Card Type Effect","ATK 100","DEF 200",""
"Mermaid Knight","Unlimited","Card Text As long as ""Umi"" remains face-up on the field, this card can attack twice during the same Battle Phase.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Effect","ATK 1500","DEF 700",""
"Piranha Army","Unlimited","Card Text The Battle Damage this card inflicts by attacking your opponent's Life Points directly is doubled.","Attribute WATER","Level 2","Monster Type Fish","Card Type Effect","ATK 800","DEF 200",""
"Two Thousand Needles","Unlimited","Card Text When this Defense Position card is attacked and the ATK of the attacking monster is lower than the DEF of this card, destroy the attacking monster at the end of the Damage Step.","Attribute EARTH","Level 5","Monster Type Beast","Card Type Effect","ATK 2000","DEF 1800",""
"Disc Fighter","Unlimited","Card Text If this card attacks a Defense Position monster with DEF 2000 or more, destroy the monster with this card's effect without applying Damage Calculation.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 1000",""
"Arcane Archer of the Forest","Unlimited","Card Text While there is a Plant-Type monster on your side of the field, this card cannot be attacked. By tributing 1 Plant-Type monster on your side of the field, destroy 1 Spell or Trap Card on the field.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Effect","ATK 900","DEF 1400",""
"Lady Ninja Yae","Unlimited","Card Text By discarding 1 WIND monster from your hand to the Graveyard, return all Spell and Trap Cards on your opponent's side of the field to the owner's hand.","Attribute WIND","Level 3","Monster Type Warrior","Card Type Effect","ATK 1100","DEF 200",""
"Goblin King","Unlimited","Card Text While you control another Fiend-Type monster, this card cannot be attacked. The ATK and DEF of this card are each equal to the number of Fiend-Type monsters on the field (excluding this card) x 1000.","Attribute DARK","Level 1","Monster Type Fiend","Card Type Effect","ATK 0","DEF 0",""
"Solar Flare Dragon","Unlimited","Card Text While you control another Pyro-Type monster, this card cannot be attacked. During each of your End Phases: Inflict 500 damage to your opponent.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1500","DEF 1000",""
"White Magician Pikeru","Unlimited","Card Text During your Standby Phase, increase your Life Points by 400 points for each monster on your side of the field.","Attribute LIGHT","Level 2","Monster Type Spellcaster","Card Type Effect","ATK 1200","DEF 0",""
"Archlord Zerato","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up ""Warrior of Zera"" on your side of the field while ""The Sanctuary in the Sky"" is on the field. If ""The Sanctuary in the Sky"" is on your side of the field, by discarding 1 LIGHT Monster Card from your hand to the Graveyard, destroy all monsters on your opponent's side of the field. If ""The Sanctuary in the Sky"" is not on your side of the field, this effect is not applied.","Attribute LIGHT","Level 8","Monster Type Fairy","Card Type Effect","ATK 2800","DEF 2300",""
"Opti-Camouflage Armor","Unlimited","Card Text You can only equip this card to a Level 1 monster. A monster equipped with this card can attack your opponent's Life Points directly.","","","","","","","Icon Equip Spell"
"Mystik Wok","Unlimited","Card Text Tribute 1 monster. Select either its ATK or DEF and gain that many Life Points.","","","","","","","Icon Quick-Play Spell"
"Burst Stream of Destruction","Unlimited","Card Text If you control ""Blue-Eyes White Dragon"": Destroy all monsters your opponent controls. ""Blue-Eyes White Dragon"" you control cannot attack the turn you activate this card.","","","","","","","Icon Normal Spell"
"Monster Gate","Unlimited","Card Text Tribute 1 monster; excavate cards from the top of your Deck until you excavate a monster that can be Normal Summoned/Set. Special Summon it, also send the other excavated cards to the GY.","","","","","","","Icon Normal Spell"
"Weapon Change","Unlimited","Card Text Once during each of your Standby Phases: You can pay 700 Life Points, then target 1 Warrior or Machine-Type monster you control; switch the current ATK and DEF of that target until the end of your opponent's next turn.","","","","","","","Icon Continuous Spell"
"The Sanctuary in the Sky","Unlimited","Card Text Battle damage to the controller of a Fairy monster from a battle involving that monster becomes 0.","","","","","","","Icon Field Spell"
"Earthquake","Unlimited","Card Text Change all face-up monsters on the field to Defense Position.","","","","","","","Icon Normal Spell"
"Talisman of Trap Sealing","Unlimited","Card Text You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the field. While this card is face-up on the field, Trap Cards cannot be activated and the effects of face-up Trap Cards on the field are negated. When ""Sealmaster Meisei"" is removed from the field, destroy this card.","","","","","","","Icon Continuous Spell"
"Goblin Thief","Unlimited","Card Text Inflict 500 points of damage to your opponent's Life Points and increase your Life Points by 500 points.","","","","","","","Icon Normal Spell"
"Backfire","Unlimited","Card Text If a face-up FIRE monster(s) you control is destroyed and sent to the GY: Inflict 500 damage to your opponent.","","","","","","","Icon Continuous Trap"
"Micro Ray","Unlimited","Card Text Target 1 face-up monster on the field; that target's DEF becomes 0 until the end of this turn.","","","","","","","Icon Normal Trap"
"Light of Judgment","Unlimited","Card Text If ""The Sanctuary in the Sky"" is on the field: Discard 1 LIGHT monster to the GY; apply 1 of the following effects.●Look at your opponent's hand and discard 1 card from their hand.●Send 1 card your opponent controls to the GY.","","","","","","","Icon Normal Trap"
"Talisman of Spell Sealing","Unlimited","Card Text You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the field. While this card is face-up on the field, Spell Cards cannot be activated and the effects of face-up Spell Cards on the field are negated. When ""Sealmaster Meisei"" is removed from the field, destroy this card.","","","","","","","Icon Continuous Trap"
"Wall of Revealing Light","Limited","Card Text Activate by paying any multiple of 1000 Life Points. Monsters your opponent controls cannot attack if their ATK is less than or equal to the amount you paid. Limited","","","","","","","Icon Continuous Trap"
"Solar Ray","Unlimited","Card Text Inflict 600 points of damage to your opponent's Life Points for each face-up LIGHT monster on your side of the field.","","","","","","","Icon Normal Trap"
"Ninjitsu Art of Transformation","Unlimited","Card Text Activate this card by Tributing 1 face-up ""Ninja"" monster; Special Summon 1 Beast, Winged Beast, or Insect monster from your hand or Deck whose Level is less than or equal to the Level the Tributed monster had on the field +3. When this card leaves the field, destroy that monster.","","","","","","","Icon Continuous Trap"
"Beckoning Light","Unlimited","Card Text Discard your entire hand, then for each card you discarded to the GY by this effect, add 1 LIGHT monster from your GY to your hand.","","","","","","","Icon Normal Trap"
"Draining Shield","Unlimited","Card Text When an opponent's monster declares an attack: Target the attacking monster; negate that attack, and if you do, gain LP equal to that target's ATK.","","","","","","","Icon Normal Trap"
"Armor Break","Unlimited","Card Text Negate the activation of an Equip Spell Card and destroy it.","","","","","","","Icon Counter Trap"
"Mazera DeVille","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up ""Warrior of Zera"" on your side of the field while ""Pandemonium"" is on the field. If ""Pandemonium"" is on your side of the field when you Special Summon this card, your opponent discards 3 random cards from their hand. If ""Pandemonium"" is not on your side of the field, this effect is not applied.","Attribute DARK","Level 8","Monster Type Fiend","Card Type Effect","ATK 2800","DEF 2300",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Marshmallon","Unlimited","Card Text Cannot be destroyed by battle. After damage calculation, if this card was attacked, and was face-down at the start of the Damage Step: The attacking player takes 1000 damage.","Attribute LIGHT","Level 3","Monster Type Fairy","Card Type Effect","ATK 300","DEF 500",""
"Doomcaliber Knight","Unlimited","Card Text Cannot be Special Summoned. If a monster effect is activated (Quick Effect): Tribute this face-up card; negate the activation, and if you do, destroy that monster.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1900","DEF 1800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Shield Crush","Unlimited","Card Text Target 1 Defense Position monster on the field; destroy that target.","","","","","","","Icon Normal Spell"
"Gemini Imps","Unlimited","Card Text During either player's turn, when your opponent activates a Spell Card, Trap Card, or monster effect that could make you discard when it resolves: You can send this card from your hand to the Graveyard; negate the activation, and if you do, destroy it. Then draw 1 card.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1000","DEF 1000",""
"Return Zombie","Unlimited","Card Text During your Standby Phase: You can pay 500 Life Points; add this card from your Graveyard to your hand. You must have no cards in your hand to activate and to resolve this effect.","Attribute DARK","Level 4","Monster Type Zombie","Card Type Effect","ATK 1000","DEF 1600",""
"Legacy of Yata-Garasu","Unlimited","Card Text Activate 1 of these effects:●Draw 1 card.●Activate only if your opponent controls a face-up Spirit monster. Draw 2 cards.","","","","","","","Icon Normal Trap"
"Marshmallon Glasses","Unlimited","Card Text While ""Marshmallon"" is in your Monster Zone, your opponent cannot target monsters other than ""Marshmallon"" for attacks.","","","","","","","Icon Continuous Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Call of the Earthbound","Unlimited","Card Text When an opponent's monster declares an attack: You choose the target of the attack.","","","","","","","Icon Normal Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mokey Mokey","Unlimited","Card Text An outcast angel. Nobody knows what he is thinking at all. Sometimes he gets mad and that is dreadful.","Attribute LIGHT","Level 1","Monster Type Fairy","Card Type Normal","ATK 300","DEF 100",""
"Gigobyte","Unlimited","Card Text He has a tranquil soul, but carries a destiny that one day his heart shall be tainted by evil....","Attribute WATER","Level 1","Monster Type Reptile","Card Type Normal","ATK 350","DEF 300",""
"Kozaky","Unlimited","Card Text A workaholic fiend who devotes everything to his research into the languages of Dark World. His mind has collapsed because of working too hard.","Attribute DARK","Level 1","Monster Type Fiend","Card Type Normal","ATK 400","DEF 400",""
"Fiend Scorpion","Unlimited","Card Text A huge scorpion inhabited by the soul of a fiend. Usually it holds back, but has untapped potential.","Attribute EARTH","Level 2","Monster Type Insect","Card Type Normal","ATK 900","DEF 200",""
"Pharaoh's Servant","Unlimited","Card Text An apparition of those said to formerly serve the Pharaoh. It has tremendous loyalty that does not waiver.","Attribute DARK","Level 2","Monster Type Zombie","Card Type Normal","ATK 900","DEF 0",""
"Pharaonic Protector","Unlimited","Card Text The mummy of a soldier that has been guarding the royal family for thousands of years. Even now, its spirit does not allow anybody to trespass.","Attribute EARTH","Level 2","Monster Type Zombie","Card Type Normal","ATK 900","DEF 0",""
"Spirit of the Pharaoh","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""The First Sarcophagus"". When this card is Special Summoned, you can Special Summon up to 4 Level 2 or lower Zombie-Type Normal Monsters from your Graveyard.","Attribute LIGHT","Level 6","Monster Type Zombie","Card Type Effect","ATK 2500","DEF 2000",""
"Theban Nightmare","Unlimited","Card Text Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.","Attribute LIGHT","Level 4","Monster Type Fiend","Card Type Effect","ATK 1500","DEF 500",""
"Aswan Apparition","Unlimited","Card Text If this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Trap Card from your Graveyard to the top of your Deck.","Attribute DARK","Level 3","Monster Type Fiend","Card Type Effect","ATK 500","DEF 500",""
"Protector of the Sanctuary","Unlimited","Card Text Your opponent cannot draw cards except during Draw Phases.","Attribute EARTH","Level 4","Monster Type Fiend","Card Type Effect","ATK 1100","DEF 1900",""
"Nubian Guard","Unlimited","Card Text If this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Continuous Spell Card from your Graveyard to the top of your Deck.","Attribute FIRE","Level 2","Monster Type Warrior","Card Type Effect","ATK 500","DEF 500",""
"Legacy Hunter","Unlimited","Card Text When this card attacks a face-down Defense Position monster and destroys it and sends it to the Graveyard as a result of battle, your opponent returns 1 random card from their hand to their Deck. Their Deck is then shuffled.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 1500",""
"Desertapir","Unlimited","Card Text FLIP: Flip 1 face-up monster on the field into face-down Defense Position. You cannot select ""Desertapir"".","Attribute EARTH","Level 3","Monster Type Beast","Card Type Effect","ATK 900","DEF 300",""
"Sand Gambler","Unlimited","Card Text Toss a coin 3 times. If all 3 results are Heads, destroy all monsters on your opponent's side of the field. If all 3 results are Tails, destroy all monsters on your side of the field. You can only activate this effect once per turn, during your Main Phase.","Attribute LIGHT","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 300","DEF 1600",""
"3-Hump Lacooda","Unlimited","Card Text If there are 3 face-up ""3-Hump Lacooda"" cards on your side of the field, Tribute 2 of them to draw 3 cards.","Attribute EARTH","Level 3","Monster Type Beast","Card Type Effect","ATK 500","DEF 1500",""
"Ghost Knight of Jackal","Unlimited","Card Text You can Special Summon an opponent's monster that is destroyed and sent to the Graveyard by this card as a result of battle to your side of the field in face-up Defense Position.","Attribute EARTH","Level 5","Monster Type Beast-Warrior","Card Type Effect","ATK 1700","DEF 1600",""
"Absorbing Kid from the Sky","Unlimited","Card Text When this card destroys a monster and sends it to the Graveyard as a result of battle, increase your Life Points by the Level of the destroyed monster x 300 points.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1300","DEF 1000",""
"Elephant Statue of Blessing","Unlimited","Card Text When this card is sent from your hand to your Graveyard by an opponent's card effect: You gain 2000 Life Points.","Attribute EARTH","Level 3","Monster Type Rock","Card Type Effect","ATK 1500","DEF 0",""
"Elephant Statue of Disaster","Unlimited","Card Text When this card is sent from your hand to your Graveyard by an opponent's card effect: Inflict 2000 damage to your opponent.","Attribute EARTH","Level 3","Monster Type Rock","Card Type Effect","ATK 1500","DEF 0",""
"Spirit Caller","Unlimited","Card Text FLIP: You can Special Summon 1 Level 3 or lower Normal Monster from your Graveyard to your side of the field.","Attribute LIGHT","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 1000","DEF 1000",""
"Emissary of the Afterlife","Unlimited","Card Text When this card is sent from the field to the Graveyard: Each player adds 1 Level 3 or lower Normal Monster from their Deck to their hand.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1600","DEF 600",""
"Grave Protector","Unlimited","Card Text Any monster destroyed by battle is shuffled into the Deck instead of going to the Graveyard.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 0","DEF 2000",""
"Double Coston","Unlimited","Card Text This card can be treated as 2 Tributes for the Tribute Summon of a DARK monster.","Attribute DARK","Level 4","Monster Type Zombie","Card Type Effect","ATK 1700","DEF 1650",""
"Regenerating Mummy","Unlimited","Card Text When this card is sent from your hand to your Graveyard by an opponent's card effect: Return this card to the hand.","Attribute DARK","Level 4","Monster Type Zombie","Card Type Effect","ATK 1800","DEF 1500",""
"Night Assailant","Limited","Card Text FLIP: Target 1 monster your opponent controls; destroy that target.When this card is sent from the hand to the Graveyard: Target 1 Flip Effect Monster in your Graveyard, except this card; return that target to the hand. Limited","Attribute DARK","Level 3","Monster Type Fiend","Card Type Effect","ATK 200","DEF 500",""
"Man-Thro' Tro'","Unlimited","Card Text By tributing 1 Normal Monster (except a Token) on your side of the field, inflict 800 points of damage to your opponent's Life Points.","Attribute EARTH","Level 4","Monster Type Beast-Warrior","Card Type Effect","ATK 1000","DEF 1000",""
"King of the Swamp","Unlimited","Card Text This card can be used as a substitute for any 1 Fusion Material whose name is specifically listed on the Fusion Monster Card, but the other Fusion Material(s) must be correct. You can discard this card to the Graveyard; add 1 ""Polymerization"" from your Deck to your hand.","Attribute WATER","Level 3","Monster Type Aqua","Card Type Effect","ATK 500","DEF 1100",""
"Emissary of the Oasis","Unlimited","Card Text While a face-up Level 3 or lower Normal Monster is on your side of the field, your opponent cannot select this card as an attack target. While this card is face-up on your side of the field, any Battle Damage to the controller of this card from battle involving a Level 3 or lower Normal Monster becomes 0.","Attribute LIGHT","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 600","DEF 400",""
"Special Hurricane","Unlimited","Card Text Discard 1 card from your hand. Destroy all Special Summoned monsters on the field.","","","","","","","Icon Normal Spell"
"Order to Charge","Unlimited","Card Text Target 1 non-Token Normal Monster you control; Tribute that Normal Monster, and if you do, destroy 1 monster your opponent controls.","","","","","","","Icon Quick-Play Spell"
"Sword of the Soul-Eater","Unlimited","Card Text You can only equip this card to a Level 3 or lower Normal Monster on your side of the field. When you activate this card, Tribute all Normal Monsters (except Tokens) on your side of the field, except the equipped monster. Increase the ATK of the equipped monster by 1000 points for each Normal Monster that you Tributed.","","","","","","","Icon Equip Spell"
"Dust Barrier","Unlimited","Card Text Face-up Normal Monsters on the field are unaffected by your opponent's Spell Cards. This card is destroyed during your second Standby Phase after activation.","","","","","","","Icon Continuous Spell"
"Soul Reversal","Unlimited","Card Text Return 1 Flip Effect Monster from your Graveyard to the top of your Deck.","","","","","","","Icon Quick-Play Spell"
"Spell Economics","Unlimited","Card Text You do not pay Life Points to activate Spell Cards.","","","","","","","Icon Continuous Spell"
"Blessings of the Nile","Unlimited","Card Text Each time card(s) are discarded from your hand to the Graveyard by the effect of a card controlled by your opponent, increase your Life Points by 1000 points.","","","","","","","Icon Continuous Spell"
"7","Unlimited","Card Text When there are 3 face-up ""7"" cards on your side of the field, draw 3 cards from your Deck. Then destroy all ""7"" cards. When this card is sent directly from the field to your Graveyard, increase your Life Points by 700 points.","","","","","","","Icon Continuous Spell"
"Level Limit - Area B","Unlimited","Card Text Change all face-up Level 4 or higher monsters to Defense Position.","","","","","","","Icon Continuous Spell"
"Enchanting Fitting Room","Unlimited","Card Text Pay 800 LP; excavate the top 4 cards of your Deck and Special Summon all excavated Level 3 or lower Normal Monsters, also, after that, shuffle the rest back into your Deck.","","","","","","","Icon Normal Spell"
"The Law of the Normal","Unlimited","Card Text You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your side of the field. Both players discard all cards in their hands, and destroy all cards on the field except Level 2 or lower Normal Monsters.","","","","","","","Icon Normal Spell"
"Dark Magic Attack","Unlimited","Card Text If you control ""Dark Magician"": Destroy all Spells and Traps your opponent controls.","","","","","","","Icon Normal Spell"
"Delta Attacker","Unlimited","Card Text You can only activate this card while there are 3 Normal Monsters of the same name (except Tokens) on your side of the field. The 3 Normal Monsters of the same name can attack your opponent's Life Points directly during the turn this card is activated.","","","","","","","Icon Normal Spell"
"Thousand Energy","Unlimited","Card Text Increase the original ATK and DEF of all face-up Level 2 Normal Monsters (except Tokens) on your side of the field by 1000 points until the End Phase. Destroy all Level 2 Normal Monsters on your side of the field during the End Phase.","","","","","","","Icon Normal Spell"
"Triangle Power","Unlimited","Card Text Increase the original ATK and DEF of all face-up Level 1 Normal Monsters (except Tokens) on your side of the field by 2000 points until the End Phase. Destroy all Level 1 Normal Monsters on your side of the field during the End Phase.","","","","","","","Icon Normal Spell"
"The Third Sarcophagus","Unlimited","Card Text This card can only be placed on the field by the effect of ""The First Sarcophagus"".","","","","","","","Icon Continuous Spell"
"The Second Sarcophagus","Unlimited","Card Text This card can only be placed on the field by the effect of ""The First Sarcophagus"".","","","","","","","Icon Continuous Spell"
"The First Sarcophagus","Unlimited","Card Text During each of your opponent's End Phases, place 1 card face-up on your side of the field from your hand or Deck in this order: ""The Second Sarcophagus"", ""The Third Sarcophagus"". If 1 Sarcophagus card is removed from your side of the field, all of them on your side of the field are sent to the Graveyard. When you have all 3 Sarcophagus cards on your side of the field, send all Sarcophagus cards on your side of the field to the Graveyard to Special Summon 1 ""Spirit of the Pharaoh"" from your hand or Deck.","","","","","","","Icon Continuous Trap"
"Dora of Fate","Unlimited","Card Text You can only activate this card during your opponent's turn. Select 1 face-up monster on your opponent's side of the field. When you Normal Summon a monster that is 1 Level lower than the selected monster during your next turn, inflict damage to your opponent's Life Points equal to the Level of the selected monster x 500 points.","","","","","","","Icon Normal Trap"
"Judgment of the Desert","Unlimited","Card Text The Battle Positions of face-up monsters that are flipped face-up after activation of this card cannot be changed, except with a card effect.","","","","","","","Icon Continuous Trap"
"Human-Wave Tactics","Unlimited","Card Text During the End Phase of each turn, select a number of Level 2 or lower Normal Monsters from your Deck equal to the number of your Level 2 or lower Normal Monsters destroyed as a result of battle during that turn, and Special Summon them to your side of the field. The Deck is then shuffled.","","","","","","","Icon Continuous Trap"
"Curse of Anubis","Unlimited","Card Text Change all Effect Monsters on the field to Defense Position. Until the end of this turn, the original DEF of those monsters becomes 0, also their battle positions cannot be changed.","","","","","","","Icon Normal Trap"
"Desert Sunlight","Unlimited","Card Text All monsters on your side of the field are changed to face-up Defense Position.","","","","","","","Icon Normal Trap"
"Des Counterblow","Unlimited","Card Text Destroy any monster that inflicts Battle Damage to a player's Life Points by attacking directly.","","","","","","","Icon Continuous Trap"
"Labyrinth of Nightmare","Unlimited","Card Text Once per turn, during each player's End Phase: Change the battle positions of all face-up monsters the turn player controls.","","","","","","","Icon Continuous Trap"
"Soul Resurrection","Unlimited","Card Text Activate this card by targeting 1 Normal Monster in your Graveyard; Special Summon it in Defense Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.","","","","","","","Icon Continuous Trap"
"Order to Smash","Unlimited","Card Text Target 1 Level 2 or lower non-Token Normal Monster you control; Tribute that Normal Monster, and if you do, destroy up to 2 Spells/Traps your opponent controls.","","","","","","","Icon Normal Trap"
"The End of Anubis","Unlimited","Card Text While this card is face-up on the field, all effects of Spell, Trap, and Monster Cards that target a card(s) in the Graveyard or that activate in the Graveyard are negated.","Attribute DARK","Level 6","Monster Type Fiend","Card Type Effect","ATK 2500","DEF 0",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
