Card Number,Card Name,Status,Card Text,Card Type,Attribute,Level,Monster Type,ATK,DEF,Rank,Pendulum Effect,Pendulum Scale,Link
14354,Time Thief Bezel Ship,Unlimited,"Card Text (Quick Effect): You can Tribute this card, then target 1 ""Time Thief"" Xyz Monster you control; attach 1 card from your opponent's GY to that monster as material. If this card is in the GY: You can detach 1 material from an Xyz Monster you control; Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Time Thief Bezel Ship"" once per turn.",Card Type Effect,Attribute DARK,Level 4,Monster Type Machine,ATK 1000,DEF 2000,,,,
14355,Time Thief Regulator,Unlimited,"Card Text If you control no other monsters: You can Tribute this card; Special Summon 2 ""Time Thief"" monsters with different names from your Deck in Defense Position, except ""Time Thief Regulator"". When an Xyz Monster you control is destroyed by battle, while this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Time Thief Regulator"" once per turn.",Card Type Effect,Attribute DARK,Level 4,Monster Type Machine,ATK 600,DEF 200,,,,
14356,Time Thief Redoer,Unlimited,"Card Text 2 Level 4 monstersOnce per turn, during the Standby Phase: You can attach the top card of your opponent's Deck to this card as material. (Quick Effect): You can detach up to 3 different types of materials from this card, then apply the following effect(s) depending on what was detached.●Monster: Banish this card until the End Phase.●Spell: Draw 1 card.●Trap: Place 1 face-up card your opponent controls on the top of the Deck.You can only use this effect of ""Time Thief Redoer"" once per turn.",Card Type Xyz / Effect,Attribute DARK,,Monster Type Psychic,ATK 2400,DEF 2000,Rank 4,,,
14357,Time Thief Hack,Unlimited,"Card Text During the turn they are Special Summoned, Xyz Monsters you control cannot be destroyed by your opponent's card effects, also your opponent cannot target them with card effects. You can target 1 face-up Xyz Monster you control; it gains 300 ATK for each material currently attached to it, until the end of this turn, and if it does, and also has a material that is owned by your opponent, it can attack directly this turn (even if this card leaves the field). You can only use this effect of ""Time Thief Hack"" once per turn.",Icon Continuous Spell,,,,,,,,,
14358,Time Thief Flyback,Unlimited,"Card Text Target 1 ""Time Thief"" Xyz Monster you control; attach 1 ""Time Thief"" card from your hand or Deck to it as material. You can banish this card from your GY, then target 1 ""Time Thief"" Xyz Monster you control; attach 1 card from your opponent's GY to it as material. You can only use 1 ""Time Thief Flyback"" effect per turn, and only once that turn.",Icon Normal Trap,,,,,,,,,
14359,Valkyrie Sechste,Unlimited,"Card Text If this card is Special Summoned: You can Special Summon 1 ""Valkyrie"" monster from your Deck, except ""Valkyrie Sechste"". During your Main Phase: You can send the top 2 cards of your opponent's Deck to the GY. You can only use each effect of ""Valkyrie Sechste"" once per turn.",Card Type Effect,Attribute LIGHT,Level 1,Monster Type Fairy,ATK 0,DEF 2000,,,,
14360,Valkyrie Vierte,Unlimited,"Card Text During your Main Phase: You can excavate the top cards of your Deck equal to the number of other ""Valkyrie"" monsters you control, and if you do, add 1 excavated Normal Spell/Trap to your hand, also send the remaining cards to the GY. Otherwise, shuffle all excavated cards into the Deck. When this card is destroyed by battle and sent to the GY: You can Special Summon 1 ""Valkyrie"" monster from your Deck. You can only use each effect of ""Valkyrie Vierte"" once per turn.",Card Type Effect,Attribute LIGHT,Level 3,Monster Type Fairy,ATK 1400,DEF 1400,,,,
14361,Final Light,Unlimited,"Card Text Pay LP in multiples of 1000, then target 1 ""Valkyrie"" monster in your GY with a different name for every 1000 LP paid; Special Summon them, then your opponent can Special Summon monsters with 2000 or less ATK from their GY, up to the number of monsters you Special Summoned by this effect. You can only activate 1 ""Final Light"" per turn.",Icon Normal Spell,,,,,,,,,
14362,Apple of Enlightenment,Unlimited,"Card Text Target cards in your opponent's GY, up to the number of ""Valkyrie"" monsters you control; banish them. If this Set card in its owner's control has left the field because of an opponent's effect, and is now in the GY or banished: You can draw cards equal to the number of ""Valkyrie"" monsters you control +1.",Icon Normal Trap,,,,,,,,,
14363,All-Eyes Phantom Dragon,Unlimited,"Card Text Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or face-up Extra Deck) by Tributing all monsters you control (min. 2), including a Dragon Pendulum Monster. You can only Special Summon ""All-Eyes Phantom Dragon"" once per turn this way. Once per turn, during damage calculation, if this card battles an opponent's monster: Double this card's current ATK until the end of this turn. Once per turn, when your opponent activates a Spell/Trap Card or effect (Quick Effect): You can send 1 Spell/Trap you control to the GY; negate the activation.",Card Type Pendulum / Effect,Attribute LIGHT,Level 10,Monster Type Dragon,ATK 3000,DEF 2500,,"Pendulum Effect Once per turn, at the end of the Damage Step, if your Dragon Pendulum Monster attacked an opponent's monster: You can activate this effect; it can attack again in a row. You cannot declare attacks the turn you activate this effect, except with that monster.",Pendulum Scale 0,
14364,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14365,Blue-Eyes Alternative Ultimate Dragon,Unlimited,"Card Text ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""Your opponent cannot target or destroy this card with card effects. Once per turn: You can target 1 card your opponent controls; destroy it. If this card was Fusion Summoned using a monster whose original name is ""Blue-Eyes Alternative White Dragon"" as material, you can target up to 3 cards your opponent controls instead. This card cannot attack the turn this effect is activated.",Card Type Fusion / Effect,Attribute LIGHT,Level 12,Monster Type Dragon,ATK 4500,DEF 3800,,,,
14366,Magician of Black Chaos MAX,Unlimited,"Card Text You can Ritual Summon this card with ""Chaos Form"". If this card is Special Summoned: You can Tribute 1 monster; your opponent cannot activate monster effects this turn. When this card destroys an opponent's monster by battle: You can target 1 Spell in your GY; add it to your hand. You can only use each effect of ""Magician of Black Chaos MAX"" once per turn.",Card Type Ritual / Effect,Attribute DARK,Level 8,Monster Type Spellcaster,ATK 2800,DEF 2600,,,,
14367,"Exodia, the Legendary Defender",Unlimited,"Card Text Cannot be Special Summoned. You can Tribute 5 monsters to Tribute Summon (but not Set) this card. This card's ATK/DEF become the combined original ATK/DEF of the Tributed monsters. If this card Summoned this way destroys a DARK Fiend monster owned by your opponent, you win the Duel at the end of the Damage Step.",Card Type Effect,Attribute DARK,Level 10,Monster Type Spellcaster,ATK ?,DEF ?,,,,
14368,Palladium Oracle Mana,Unlimited,"Card Text When your opponent activates a card or effect that targets 1 Spellcaster monster you control (and no other cards), while this card is in your hand or GY (Quick Effect): You can Special Summon this card. You can only use this effect of ""Palladium Oracle Mana"" once per turn. Level 7 or higher Spellcaster monsters you control cannot be destroyed by card effects. If this card is destroyed by battle or card effect: You can Special Summon 1 ""Dark Magician Girl"" from your hand, Deck, or GY.",Card Type Effect,Attribute LIGHT,Level 6,Monster Type Spellcaster,ATK 2000,DEF 1700,,,,
14369,Red-Eyes Alternative Black Dragon,Unlimited,"Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Red-Eyes"" monster from your hand or field. You can only Special Summon ""Red-Eyes Alternative Black Dragon"" once per turn this way. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can target 1 Level 7 or lower ""Red-Eyes"" monster in your GY, except ""Red-Eyes Alternative Black Dragon""; Special Summon it, and if it was a ""Red-Eyes B. Dragon"" that was Special Summoned, its original ATK becomes doubled.",Card Type Effect,Attribute DARK,Level 7,Monster Type Dragon,ATK 2400,DEF 2000,,,,
14370,Neo Kaiser Glider,Unlimited,"Card Text You can discard this card and 1 monster, then target 1 Dragon Normal Monster in your GY; Special Summon it. If this card is sent to the GY: You can make all monsters your opponent currently controls lose 500 ATK until the end of this turn. You can only use each effect of ""Neo Kaiser Glider"" once per turn.",Card Type Effect,Attribute LIGHT,Level 6,Monster Type Dragon,ATK 2400,DEF 2200,,,,
14371,Malefic Divide,Unlimited,"Card Text Target 1 ""Malefic"" monster in your GY; Special Summon it, ignoring its Summoning conditions, but its effects are negated, also banish it during the End Phase.",Icon Quick-Play Spell,,,,,,,,,
14372,Malefic Selector,Unlimited,"Card Text Banish 2 ""Malefic"" cards from your GY; add 2 ""Malefic"" cards from your Deck to your hand, except ""Malefic Selector"", with different names from each other and from the banished cards. You can only activate 1 ""Malefic Selector"" per turn.",Icon Normal Spell,,,,,,,,,
14373,Malefic Tune,Unlimited,"Card Text If a face-up ""Malefic"" monster(s) you control is destroyed by battle or an opponent's card effect: Draw 2 cards. If a face-up ""Malefic"" monster(s) you control is destroyed, while this card is in your GY (except during the Damage Step): You can banish this card from your GY; add 1 ""Malefic"" monster from your Deck to your hand. You can only use each effect of ""Malefic Tune"" once per turn.",Icon Normal Trap,,,,,,,,,
14374,Dark Magic Twin Burst,Unlimited,"Card Text Target 1 ""Dark Magician"" you control; it gains ATK equal to the combined ATK of all ""Dark Magician Girl"" currently on the field and in the GYs, until the end of this turn. You can only activate 1 ""Dark Magic Twin Burst"" per turn.",Icon Normal Spell,,,,,,,,,
14375,Stardust Mirage,Unlimited,"Card Text If you control a Level 8 or higher Dragon Synchro Monster: Special Summon as many monsters as possible from your GY that were destroyed and sent to your GY by battle or an opponent's card effect this turn. You can only activate 1 ""Stardust Mirage"" per turn.",Icon Normal Trap,,,,,,,,,
14376,Magic Gate of Miracles,Unlimited,"Card Text If you control 2 or more Spellcaster monsters: Change 1 Attack Position monster your opponent controls to Defense Position, then take control of it, and if you do, it cannot be destroyed by battle.",Icon Normal Spell,,,,,,,,,
14377,Dark Sacrifice,Unlimited,"Card Text When your opponent activates a card or effect that would destroy a card(s) on the field: Negate the effect, then send 1 Level 3 or lower DARK monster from your Deck to your GY.",Icon Normal Trap,,,,,,,,,
14378,Cubic Ascension,Unlimited,"Card Text When an opponent's monster declares an attack: Special Summon 1 ""Vijam the Cubic Seed"" from your Deck, and if you do, change the attack target to it, and perform damage calculation. If your opponent's LP are at least 2000 higher than yours: You can banish this card from your GY; Special Summon 1 ""Vijam the Cubic Seed"" from your hand, Deck, or GY, then, if only your opponent controlled a monster when this effect was activated, you can Special Summon up to 2 more ""Vijam the Cubic Seed"". You can only use this effect of ""Cubic Ascension"" once per turn.",Icon Normal Trap,,,,,,,,,
14379,Malefic Paradox Gear,Unlimited,"Card Text If a face-up Field Spell is on the field: You can Tribute this card; Special Summon 1 ""Malefic Parallel Gear"" from your Deck, then, add 1 ""Malefic"" monster from your Deck to your hand, except ""Malefic Paradox Gear"". If a ""Malefic"" monster would banish a monster to Special Summon itself by its own way, you can banish this card you control or in your GY instead. You can only use each effect of ""Malefic Paradox Gear"" once per turn.",Card Type Effect,Attribute DARK,Level 1,Monster Type Machine,ATK 0,DEF 0,,,,
14380,Malefic Territory,Unlimited,"Card Text When this card is activated: You can activate 1 ""Malefic World"" from your Deck. While that card is in the Field Zone, neither player can target a card(s) in the Field Zone with card effects. The ""Malefic"" monster effect, ""There can only be 1 face-up ""Malefic"" monster on the field"" becomes ""There can only be 1 face-up ""Malefic"" monster on the field with the same name"". During the Battle Phase, negate the effects of face-up ""Malefic"" monsters on the field.",Icon Continuous Spell,,,,,,,,,
14381,Cubic Dharma,Unlimited,"Card Text You take no battle damage from attacks involving your ""Cubic"" monsters. You can only use each of the following effects of ""Cubic Dharma"" once per turn, during your Main Phase:●You can send 1 ""Cubic"" card from your hand to the GY, and if you do, draw 1 card.●You can banish this card from your GY, then target 1 ""Cubic"" monster in your GY; add it to your hand.",Icon Continuous Spell,,,,,,,,,
14382,Cubic Causality,Unlimited,"Card Text Distribute a number of Cubic Counters on face-up monsters your opponent controls, up to the number of ""Cubic"" monsters you control. (Monsters with a Cubic Counter cannot attack, also negate their effects.) You can banish this card from your GY, then target 1 ""Cubic"" monster you control; this turn, each time it destroys a monster by battle that has a Cubic Counter, inflict damage to your opponent equal to the original ATK of that destroyed monster. You can only use each effect of ""Cubic Causality"" once per turn.",Icon Normal Trap,,,,,,,,,
14383,Card of Fate,Unlimited,"Card Text Each player chooses 1 card from their Deck, then each player combines it with 4 additional random cards chosen from their Deck by their opponent, then randomly selects 1 of those 5 cards to reveal and add to their hand. Shuffle the rest back into the Decks. You can only activate 1 ""Card of Fate"" per turn.",Icon Normal Spell,,,,,,,,,
14384,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14385,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14386,Angraecum Umbrella,Unlimited,"Card Text When this card is Normal Summoned: You can discard 1 card, then target 1 Level 4 or lower monster in your GY; Special Summon it in Defense Position, but negate its effects, also for the rest of this turn, you cannot Special Summon monsters from the Extra Deck, except Synchro Monsters.",Card Type Tuner / Effect,Attribute WATER,Level 3,Monster Type Spellcaster,ATK 500,DEF 1500,,,,
14387,Firebrand Hymnist,Unlimited,"Card Text When this card is Normal Summoned: You can send cards from the top of your opponent's Deck to the GY, equal to the number of cards they control. If this card is Special Summoned: You can send cards from the top of your Deck to the GY, equal to the number of cards your opponent controls. You can only use this effect of ""Firebrand Hymnist"" once per turn.",Card Type Effect,Attribute FIRE,Level 3,Monster Type Pyro,ATK 800,DEF 200,,,,
14388,"Armillyre, the Starleader Dragon",Unlimited,"Card Text 2 Effect MonstersCannot be used as Link Material. You can target 1 face-up monster this card points to; Special Summon 1 monster with the same original Level from your hand to your zone this card points to, in Defense Position, but negate its effects. You can only use this effect of ""Armillyre, the Starleader Dragon"" once per turn.",Card Type Link / Effect,Attribute DARK,,Monster Type Dragon,ATK 1400,DEF -,,,,Link 2
14389,Awakening of the Possessed,Unlimited,"Card Text Monsters you control gain 300 ATK for each different Attribute you control. ""Charmer"" and ""Familiar-Possessed"" monsters you control cannot be destroyed by card effects. If a Spellcaster monster(s) with 1850 original ATK is Normal or Special Summoned to your field: Draw 1 card. You can only use this effect of ""Awakening of the Possessed"" once per turn.",Icon Continuous Spell,,,,,,,,,
14390,Kingyo Sukui,Unlimited,"Card Text You can target 1 monster in your opponent's GY; excavate the top card of your Deck, and if it is a monster with the same Attribute as the target, add it to your hand, and if you do, shuffle the target into the Deck. Otherwise, send the excavated card to the GY, also destroy this card. You can only use this effect of ""Kingyo Sukui"" once per turn.",Icon Continuous Trap,,,,,,,,,
14391,Infinitrack Harvester,Unlimited,"Card Text If this card is Normal or Special Summoned: You can add 1 ""Infinitrack"" monster from your Deck to your hand, except ""Infinitrack Harvester"". You can target 1 other Machine monster you control; the Levels of both that monster and this card become the combined original Levels of those 2 monsters, until the end of this turn. You can only use each effect of ""Infinitrack Harvester"" once per turn.",Card Type Effect,Attribute EARTH,Level 2,Monster Type Machine,ATK 0,DEF 2100,,,,
14392,Infinitrack Anchor Drill,Unlimited,"Card Text If this card is Normal or Special Summoned: You can Special Summon 1 EARTH Machine monster from your hand in Defense Position, except ""Infinitrack Anchor Drill"". You can target 1 other Machine monster you control; the Levels of both that monster and this card become the combined original Levels of those 2 monsters, until the end of this turn. You can only use each effect of ""Infinitrack Anchor Drill"" once per turn.",Card Type Effect,Attribute EARTH,Level 4,Monster Type Machine,ATK 1800,DEF 500,,,,
14393,Infinitrack Crab Crane,Unlimited,"Card Text You can Tribute 1 EARTH Machine monster; Special Summon this card from your hand in Defense Position. You can banish 1 Machine monster from your GY; add 1 ""Outrigger Extension"" from your Deck to your hand. You can only use each effect of ""Infinitrack Crab Crane"" once per turn.",Card Type Effect,Attribute EARTH,Level 5,Monster Type Machine,ATK 2100,DEF 500,,,,
14394,Infinitrack Drag Shovel,Unlimited,"Card Text You can Tribute 1 EARTH Machine monster; Special Summon this card from your hand in Defense Position. You can banish 1 Machine monster from your GY; add 1 ""Spin Turn"" from your Deck to your hand. You can only use each effect of ""Infinitrack Drag Shovel"" once per turn.",Card Type Effect,Attribute EARTH,Level 5,Monster Type Machine,ATK 1500,DEF 2100,,,,
14395,Infinitrack Trencher,Unlimited,"Card Text You can Tribute 1 EARTH Machine monster; Special Summon this card from your hand in Defense Position. You can banish this card from your GY, then target 1 Level 5 or lower ""Infinitrack"" monster in your GY, except ""Infinitrack Trencher""; Special Summon that monster in Defense Position. You can only use each effect of ""Infinitrack Trencher"" once per turn.",Card Type Effect,Attribute EARTH,Level 5,Monster Type Machine,ATK 500,DEF 2400,,,,
14396,Infinitrack Tunneller,Unlimited,"Card Text You can Tribute 1 EARTH Machine monster; Special Summon this card from your hand in Defense Position. You can banish this card from your GY, then target 5 EARTH Machine monsters in your GY; shuffle them into the Deck, then draw 2 cards. You can only use each effect of ""Infinitrack Tunneller"" once per turn.",Card Type Effect,Attribute EARTH,Level 5,Monster Type Machine,ATK 2200,DEF 500,,,,
14397,Infinitrack River Stormer,Unlimited,"Card Text 2 Level 5 monstersWhen this card destroys an opponent's monster by battle: You can attach that monster to this card as material. You can only use each of the following effects of ""Infinitrack River Stormer"" once per turn.●You can detach 1 material from this card; take 1 EARTH Machine monster from your Deck, and either add it to your hand or send it to the GY.●If this card is in your GY: You can Tribute 1 Machine Link Monster; Special Summon this card in Defense Position.",Card Type Xyz / Effect,Attribute EARTH,,Monster Type Machine,ATK 2500,DEF 500,Rank 5,,,
14398,Infinitrack Mountain Smasher,Unlimited,"Card Text 2 Level 7 monstersWhen this card destroys an opponent's monster by battle: You can attach that monster to this card as material. You can only use each of the following effects of ""Infinitrack Mountain Smasher"" once per turn.●You can detach 1 material from this card; it gains 1000 ATK.●If this card is in your GY: You can Tribute 1 Machine Link Monster; Special Summon this card in Defense Position.",Card Type Xyz / Effect,Attribute EARTH,,Monster Type Machine,ATK 2100,DEF 3100,Rank 7,,,
14399,Infinitrack Earth Slicer,Unlimited,"Card Text 2 Level 9 monstersWhen this card destroys an opponent's monster by battle: You can attach that monster to this card as material. You can only use each of the following effects of ""Infinitrack Earth Slicer"" once per turn.●You can detach any number of materials from this card, then target that many cards on the field; destroy them.●If this card is in your GY: You can Tribute 1 Machine Link Monster; Special Summon this card in Defense Position.",Card Type Xyz / Effect,Attribute EARTH,,Monster Type Machine,ATK 3100,DEF 2100,Rank 9,,,
14400,Infinitrack Goliath,Unlimited,"Card Text 1 non-Link ""Infinitrack"" monsterIf this card is sent from the field to the GY: You can target 1 Xyz Monster you control; attach this card to that monster as material. You can only use this effect of ""Infinitrack Goliath"" once per turn. An Xyz Monster whose original Type is Machine and has this card as material gains this effect.●This card cannot be destroyed by card effects.",Card Type Link / Effect,Attribute EARTH,,Monster Type Machine,ATK 1000,DEF -,,,,Link 1
14401,Infinitrack Fortress Megaclops,Unlimited,"Card Text 3 Xyz MonstersUnaffected by other monsters' effects, except those of Xyz Monsters. Cannot be destroyed by battle, except with an Xyz Monster. You can target 1 Xyz Monster in your GY and 1 card your opponent controls; Special Summon that monster from your GY, and if you do, attach that opponent's card to it as material, also for the rest of this turn, any damage your opponent takes is halved. You can only use this effect of ""Infinitrack Fortress Megaclops"" once per turn.",Card Type Link / Effect,Attribute EARTH,,Monster Type Machine,ATK 4000,DEF -,,,,Link 3
14402,Outrigger Extension,Unlimited,"Card Text Your opponent cannot target Machine Xyz Monsters you control with card effects. Once per turn: You can target 1 ""Infinitrack"" Xyz Monster you control; Special Summon from your Extra Deck, 1 Machine monster that is 2 Ranks higher than that target, by using that target as material, also you cannot Special Summon monsters for the rest of this turn, except EARTH Machine monsters (even if this card leaves the field). (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.)",Icon Continuous Spell,,,,,,,,,
14403,Spin Turn,Unlimited,"Card Text Activate 1 of the following effects.●Target 1 EARTH Machine Xyz Monster you control in Attack Position and 1 monster your opponent controls; change the battle position of your monster, and if you do, destroy that opponent's monster.●Target 1 EARTH Machine Xyz Monster you control in Defense Position and 1 Spell/Trap your opponent controls; change the battle position of your monster, and if you do, destroy that opponent's Spell/Trap.",Icon Normal Trap,,,,,,,,,
14404,Witchcrafter Potterie,Unlimited,"Card Text During the Main Phase (Quick Effect): You can Tribute this card, then discard 1 Spell; Special Summon 1 ""Witchcrafter"" monster from your Deck, except ""Witchcrafter Potterie"". If you have no cards in your hand: You can banish this card from your GY, then target 1 ""Witchcrafter"" card in your GY; add it to your hand. You can only use each effect of ""Witchcrafter Potterie"" once per turn.",Card Type Effect,Attribute EARTH,Level 2,Monster Type Spellcaster,ATK 0,DEF 2000,,,,
14405,Witchcrafter Pittore,Unlimited,"Card Text During the Main Phase (Quick Effect): You can Tribute this card, then discard 1 Spell; Special Summon 1 ""Witchcrafter"" monster from your Deck, except ""Witchcrafter Pittore"". You can banish this card from your GY; draw 1 card, then send 1 ""Witchcrafter"" card from your hand to the GY, or, if you have none, banish your entire hand. You can only use each effect of ""Witchcrafter Pittore"" once per turn.",Card Type Effect,Attribute WATER,Level 3,Monster Type Spellcaster,ATK 1000,DEF 1500,,,,
14406,Witchcrafter Schmietta,Unlimited,"Card Text During the Main Phase (Quick Effect): You can Tribute this card, then discard 1 Spell; Special Summon 1 ""Witchcrafter"" monster from your Deck, except ""Witchcrafter Schmietta"". You can banish this card from your GY; send 1 ""Witchcrafter"" card from your Deck to the GY, except ""Witchcrafter Schmietta"". You can only use each effect of ""Witchcrafter Schmietta"" once per turn.",Card Type Effect,Attribute FIRE,Level 4,Monster Type Spellcaster,ATK 1800,DEF 600,,,,
14407,Witchcrafter Edel,Unlimited,"Card Text (Quick Effect): You can discard 1 Spell; Special Summon 1 ""Witchcrafter"" monster from your hand, except ""Witchcrafter Edel"". You can Tribute this card, then target 1 Spellcaster monster in your GY, except ""Witchcrafter Edel""; Special Summon it. You can only use each effect of ""Witchcrafter Edel"" once per turn.",Card Type Effect,Attribute LIGHT,Level 5,Monster Type Spellcaster,ATK 2000,DEF 2300,,,,
14408,Witchcrafter Haine,Unlimited,"Card Text Your opponent cannot target other Spellcaster monsters you control with card effects. (Quick Effect): You can discard 1 Spell, then target 1 face-up card your opponent controls; destroy it. You can only use this effect of ""Witchcrafter Haine"" once per turn.",Card Type Effect,Attribute DARK,Level 7,Monster Type Spellcaster,ATK 2400,DEF 1000,,,,
14409,Witchcrafter Madame Verre,Unlimited,"Card Text During damage calculation, if your Spellcaster monster battles an opponent's monster (Quick Effect): You can reveal any number of Spells with different names in your hand, and if you do, your battling monster gains 1000 ATK/DEF for each card revealed, until the end of this turn. (Quick Effect): You can discard 1 Spell; negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. You can only use each effect of ""Witchcrafter Madame Verre"" once per turn.",Card Type Effect,Attribute LIGHT,Level 8,Monster Type Spellcaster,ATK 1000,DEF 2800,,,,
14410,Witchcrafter Creation,Unlimited,"Card Text Add 1 ""Witchcrafter"" monster from your Deck to your hand. During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can add this card to your hand. You can only use 1 ""Witchcrafter Creation"" effect per turn, and only once that turn.",Icon Normal Spell,,,,,,,,,
14411,Witchcrafter Holiday,Unlimited,"Card Text Target 1 ""Witchcrafter"" monster in your GY; Special Summon it. During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can add this card to your hand. You can only use 1 ""Witchcrafter Holiday"" effect per turn, and only once that turn.",Icon Normal Spell,,,,,,,,,
14412,Witchcrafter Collaboration,Unlimited,"Card Text Target 1 ""Witchcrafter"" monster you control; it can make a second attack during each Battle Phase this turn, also, if it attacks this turn, your opponent cannot activate Spell/Trap Cards until the end of the Damage Step. During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can add this card to your hand. You can only use 1 ""Witchcrafter Collaboration"" effect per turn, and only once that turn.",Icon Normal Spell,,,,,,,,,
14413,Witchcrafter Draping,Unlimited,"Card Text Target Spells/Traps your opponent controls, up to the number of ""Witchcrafter"" monsters you control; return those targeted cards to the hand. During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can add this card to your hand. You can only use 1 ""Witchcrafter Draping"" effect per turn, and only once that turn.",Icon Quick-Play Spell,,,,,,,,,
14414,Witchcrafter Bystreet,Unlimited,"Card Text The first time each ""Witchcrafter"" monster you control would be destroyed each turn, by battle or card effect, it is not destroyed. You can only use 1 of the following effects of ""Witchcrafter Bystreet"" per turn, and only once that turn.●If a ""Witchcrafter"" monster you control would discard to activate an effect, you can send this card from your field to the GY instead.●During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can place this card face-up in your Spell & Trap Zone.",Icon Continuous Spell,,,,,,,,,
14415,Witchcrafter Scroll,Unlimited,"Card Text Once per turn, when your Spellcaster monster destroys a monster by battle: You can draw 1 card. You can only use 1 of the following effects of ""Witchcrafter Scroll"" per turn, and only once that turn.●If a ""Witchcrafter"" monster you control would discard to activate an effect, you can send this card from your field to the GY instead.●During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can place this card face-up in your Spell & Trap Zone.",Icon Continuous Spell,,,,,,,,,
14416,Witchcrafter Masterpiece,Unlimited,"Card Text If you control a ""Witchcrafter"" monster: Target 1 Spell in either GY; add 1 card with the same name from your Deck to your hand. During either player's turn, except the turn this card was sent to the GY: You can banish this card and any number of Spells from your GY; Special Summon 1 ""Witchcrafter"" monster from your Deck whose Level equals the number of Spells banished to activate this effect. You can only use each effect of ""Witchcrafter Masterpiece"" once per turn.",Icon Normal Trap,,,,,,,,,
14417,"Serziel, Watcher of the Evil Eye",Unlimited,"Card Text When this card is Normal Summoned: You can add 1 ""Evil Eye"" card from your Deck to your hand, except ""Serziel, Watcher of the Evil Eye"". If this card is equipped with ""Evil Eye of Selene"" (Quick Effect): You can target 1 Special Summoned monster your opponent controls; destroy it. You can only use this effect of ""Serziel, Watcher of the Evil Eye"" once per turn. Once per turn, during the next Standby Phase after this effect was activated: Destroy 1 card you control.",Card Type Effect,Attribute DARK,Level 4,Monster Type Fiend,ATK 1600,DEF 1400,,,,
14418,"Medusa, Watcher of the Evil Eye",Unlimited,"Card Text When this card is Normal Summoned: You can target 1 ""Evil Eye"" card in your GY, except ""Medusa, Watcher of the Evil Eye""; add it to your hand. If this card is equipped with ""Evil Eye of Selene"" (Quick Effect): You can target 1 monster in your opponent's GY; banish it. You can only use this effect of ""Medusa, Watcher of the Evil Eye"" once per turn. Once per turn, during the next Standby Phase after this effect was activated: Banish 1 card in your GY.",Card Type Effect,Attribute DARK,Level 4,Monster Type Fiend,ATK 1400,DEF 1600,,,,
14419,"Catoblepas, Familiar of the Evil Eye",Unlimited,"Card Text You can target 1 ""Evil Eye"" Spell/Trap you control; once, until the end of the next turn, that card cannot be destroyed by your opponent's card effects. If you control an ""Evil Eye"" monster other than ""Catoblepas, Familiar of the Evil Eye"", while this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Catoblepas, Familiar of the Evil Eye"" once per turn.",Card Type Effect,Attribute DARK,Level 3,Monster Type Fiend,ATK 600,DEF 1900,,,,
14420,"Basilius, Familiar of the Evil Eye",Unlimited,"Card Text If you control an ""Evil Eye"" monster, you can Special Summon this card (from your hand). You can only Special Summon ""Basilius, Familiar of the Evil Eye"" once per turn this way. During your Main Phase: You can send 1 ""Evil Eye"" Spell/Trap from your Deck to the GY. You can only use this effect of ""Basilius, Familiar of the Evil Eye"" once per turn.",Card Type Effect,Attribute DARK,Level 3,Monster Type Fiend,ATK 400,DEF 2000,,,,
14421,"Zerrziel, Ruler of the Evil Eyed",Unlimited,"Card Text 2+ ""Evil Eye"" monstersIf this card was Link Summoned using a monster with 2600 or higher ATK as material, it can make a second attack during each Battle Phase. If this card is equipped with ""Evil Eye of Selene"" (Quick Effect): You can target 1 card your opponent controls; destroy it. You can only use this effect of ""Zerrziel, Ruler of the Evil Eyed"" once per turn. Once per turn, during the next Standby Phase after this effect was activated: Negate the effect of 1 Effect Monster this card currently points to.",Card Type Link / Effect,Attribute DARK,,Monster Type Fiend,ATK 2600,DEF -,,,,Link 3
